,ENTIDAD,Mes,Año,Tipo_sequia,Precipitacion,Temperatura_promedio,Temperatura_maxima,Temperatura_minima,Sembrada_ha,Cosechada_ha,perdida_ha,producto
226,Baja California,8,2013,D1,31.6,26.9,34.0,19.8,10018,3420,6598,trigo
227,Baja California,8,2014,D3,9.38,27.7,33.8,21.5,2811,5,2806,trigo
228,Baja California,8,2016,D3,31.009999999999994,28.8,35.5,22.0,5579,3904,1675,trigo
229,Baja California,8,2017,D0,7.14,29.0,35.6,22.3,5687,3878,1809,trigo
230,Baja California,8,2019,D0,3.0,28.1,35.3,20.9,2967,1763,1204,trigo
231,Baja California,8,2020,D0,0.5,28.5,35.4,21.7,2466,1793,673,trigo
232,Baja California,9,2004,D2,0.0,25.72284345,34.23226837,17.21341853,2,2,0,maiz
233,Baja California,9,2004,D2,0.0,25.72284345,34.23226837,17.21341853,718,6,712,maiz
234,Baja California,9,2004,D2,0.0,25.72284345,34.23226837,17.21341853,16493,6067,10426,trigo
235,Baja California,9,2005,NPS,1.0,24.68664901495861,32.51186811006262,16.861429919854608,5,5,0,maiz
236,Baja California,9,2005,NPS,1.0,24.68664901495861,32.51186811006262,16.861429919854608,528,347,181,maiz
237,Baja California,9,2005,NPS,1.0,24.68664901495861,32.51186811006262,16.861429919854608,4,2,2,frijol
238,Baja California,9,2005,NPS,1.0,24.68664901495861,32.51186811006262,16.861429919854608,966,836,130,frijol
239,Baja California,9,2005,NPS,1.0,24.68664901495861,32.51186811006262,16.861429919854608,14743,14695,48,trigo
240,Baja California,9,2006,D0,1.3,25.43287981242895,32.68581106479727,18.17994856006064,398,15,383,maiz
241,Baja California,9,2006,D0,1.3,25.43287981242895,32.68581106479727,18.17994856006064,449,24,425,frijol
242,Baja California,9,2006,D0,1.3,25.43287981242895,32.68581106479727,18.17994856006064,8702,430,8272,trigo
243,Baja California,9,2006,D0,1.3,25.43287981242895,32.68581106479727,18.17994856006064,85,82,3,trigo
244,Baja California,9,2007,D3,1.5,24.63678432651605,31.667132971962037,17.40673426103901,7316,15,7301,trigo
245,Baja California,9,2008,D2,0.1,25.794221871902362,33.359675147860735,18.398265534822364,14348,9688,4660,trigo
246,Baja California,9,2009,D2,0.4,27.09179762176889,34.47050148753149,19.713093756006288,470,10,460,frijol
247,Baja California,9,2009,D2,0.4,27.09179762176889,34.47050148753149,19.713093756006288,13277,6280,6997,trigo
