,ENTIDAD,Año,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
72,CHIAPAS,2003,MARZO,24.64296909191369,32.29252043555021,16.993417748277174
73,CHIHUAHUA,2003,MARZO,14.387068304707915,23.66882618542592,5.105310423989909
74,CIUDAD DE MÉXICO,2003,MARZO,16.862567204301076,25.433467741935484,8.291666666666666
75,DURANGO,2003,MARZO,15.031944782648623,25.073853586393806,4.990035978903439
76,GUANAJUATO,2003,MARZO,18.08414590021669,27.989626519769878,8.178665280663505
77,GUERRERO,2003,MARZO,24.63503581856487,32.82649117237133,16.443580464758412
78,HIDALGO,2003,MARZO,17.389379184418747,26.814972611077298,7.963785757760194
79,JALISCO,2003,MARZO,19.3691004224375,30.281499985288463,8.456700859586538
80,ESTADO DE MÉXICO,2003,MARZO,14.293830882499039,23.982912201168535,4.604749563829544
81,MICHOACÁN,2003,MARZO,17.465193548389998,27.559225806399994,7.371161290380002
82,MORELOS,2003,MARZO,22.186231313609753,32.072619983658534,12.299842643560973
83,NAYARIT,2003,MARZO,22.339605735055553,32.94086021555555,11.738351254555555
84,NUEVO LEÓN,2003,MARZO,16.154915513982143,25.5921658975,6.717665130464285
85,OAXACA,2003,MARZO,23.07819074313044,31.496493688260873,14.659887798000002
86,PUEBLA,2003,MARZO,17.535714285642857,24.300691244285712,10.770737327
87,QUERÉTARO,2003,MARZO,17.609890618583332,26.260752686666667,8.9590285505
88,QUINTANA ROO,2003,MARZO,25.973054820441178,32.98502155588236,18.961088084999997
89,SAN LUIS POTOSÍ,2003,MARZO,21.3306203808993,30.27100309261439,12.390237669184211
90,SINALOA,2003,MARZO,21.225632083756757,31.521011333513513,10.930252834
91,SONORA,2003,MARZO,17.534607311592,27.680357135280005,7.3888574879040005
92,TABASCO,2003,MARZO,28.161866125000003,35.35862069,20.96511156
93,TAMAULIPAS,2003,MARZO,22.350223176338986,29.77641682847458,14.92402952420339
94,TLAXCALA,2003,MARZO,14.930887096900001,25.459032258500002,4.402741935300001
95,VERACRUZ,2003,MARZO,23.75782619941667,30.393402605512822,17.122249793320513
96,YUCATÁN,2003,MARZO,27.556066175,35.63713235,19.475
97,ZACATECAS,2003,MARZO,15.557038343750001,26.229289003488375,4.884787684011629
98,NACIONAL,2003,MARZO,19.959362887457512,28.91803429365756,11.000691481257459
99,AGUASCALIENTES,2003,ABRIL,19.927090395480228,29.94011299435029,9.91406779661017
100,BAJA CALIFORNIA,2003,ABRIL,14.080459770114942,21.732300011610356,6.428619528619529
101,BAJA CALIFORNIA SUR,2003,ABRIL,20.542911529668267,29.021351983549895,12.064471075786637
102,CAMPECHE,2003,ABRIL,27.13520833333333,35.045138888888886,19.22527777777778
103,COAHUILA,2003,ABRIL,22.57770434227331,31.905,13.250408684546619
104,COLIMA,2003,ABRIL,26.317345679012348,34.034444444444446,18.600246913580246
105,CHIAPAS,2003,ABRIL,25.501589145076927,33.17782720990695,17.825351080246907
106,CHIHUAHUA,2003,ABRIL,19.142489994953053,28.60627805145047,9.678701938455632
107,CIUDAD DE MÉXICO,2003,ABRIL,17.87477744783811,25.82921568627451,9.92033920940171
108,DURANGO,2003,ABRIL,18.77642553478642,28.142465753424652,9.41038531614819
109,GUANAJUATO,2003,ABRIL,20.849184954290497,30.635816498316494,11.0625534102645
110,GUERRERO,2003,ABRIL,26.56357134211416,34.185401220563776,18.941741463664545
111,HIDALGO,2003,ABRIL,18.98317610062893,28.462264150943398,9.504088050314467
112,JALISCO,2003,ABRIL,22.385084719223812,32.76541424304762,12.004755195399998
113,ESTADO DE MÉXICO,2003,ABRIL,16.389084590261632,25.387848264686056,7.390320915837208
114,MICHOACÁN,2003,ABRIL,20.249184981704083,30.022145473877558,10.476224489530612
115,MORELOS,2003,ABRIL,24.690416666337498,34.02458333275,15.356249999925002
116,NAYARIT,2003,ABRIL,24.84907407538889,35.19135802777778,14.506790123000002
117,NUEVO LEÓN,2003,ABRIL,18.686904762232146,27.999404762500003,9.374404761964286
118,OAXACA,2003,ABRIL,24.50435729836275,32.55152505450981,16.457189542215687
119,PUEBLA,2003,ABRIL,20.16474358973077,27.797435897692306,12.532051281769231
120,QUERÉTARO,2003,ABRIL,19.219576149125,27.7704023,10.66874999825
121,QUINTANA ROO,2003,ABRIL,25.727062785967746,32.80624838903227,18.647877182903226
122,SAN LUIS POTOSÍ,2003,ABRIL,23.363592442467528,32.50997770467532,14.217207180259738
123,SINALOA,2003,ABRIL,24.219374384614287,34.078748768857146,14.360000000371427
124,SONORA,2003,ABRIL,20.497889216937494,31.03826577710937,9.95751265676562
125,TABASCO,2003,ABRIL,28.016625310000002,34.66947891,21.36377171
126,TAMAULIPAS,2003,ABRIL,24.724739275056038,32.23771608370691,17.211762466405172
127,TLAXCALA,2003,ABRIL,16.878222221566666,26.439333332,7.317111111133333
128,VERACRUZ,2003,ABRIL,25.255443723071423,32.2395887451948,18.271298700948044
129,YUCATÁN,2003,ABRIL,26.171130955,33.6218254,18.72043651
130,ZACATECAS,2003,ABRIL,18.878516806647056,28.761966386470586,8.995067226823528
131,NACIONAL,2003,ABRIL,21.973217453852044,30.707215117112867,13.239219790591221
132,AGUASCALIENTES,2003,MAYO,22.27646871945259,32.37263440860215,12.180303030303032
133,BAJA CALIFORNIA,2003,MAYO,17.82078352020351,26.19935226593418,9.442214774472836
134,BAJA CALIFORNIA SUR,2003,MAYO,22.578909254888927,31.473694809772997,13.684123700004855
135,CAMPECHE,2003,MAYO,30.053854838709675,37.821516129032254,22.286193548387097
136,COAHUILA,2003,MAYO,27.314964157706093,36.93817204301075,17.69175627240143
137,COLIMA,2003,MAYO,27.02171215880893,35.104466501240694,18.93895781637717
138,CHIAPAS,2003,MAYO,26.140468220154776,32.78805429962614,19.492882140683413
139,CHIHUAHUA,2003,MAYO,23.58377655066476,33.44744372053604,13.720109380793474
140,CIUDAD DE MÉXICO,2003,MAYO,19.27262544802867,27.15479390681003,11.390456989247312
141,DURANGO,2003,MAYO,22.947335947379727,33.01235747820256,12.882314416556893
142,GUANAJUATO,2003,MAYO,22.807740732898882,32.41565118781464,13.199830277983127
143,GUERRERO,2003,MAYO,27.34461501905823,34.741458791065156,19.947771247051303
144,HIDALGO,2003,MAYO,20.661746804625682,29.695982958003647,11.627510651247718
145,JALISCO,2003,MAYO,24.514052676267326,34.5968070450495,14.43129830748515
146,ESTADO DE MÉXICO,2003,MAYO,17.582906882947675,26.348565771976748,8.817247993918606
147,MICHOACÁN,2003,MAYO,22.320899107861703,31.763898421489365,12.877899794234041
148,MORELOS,2003,MAYO,25.475483871125,34.06596774275,16.8849999995
149,NAYARIT,2003,MAYO,26.655913978777782,37.15412186444445,16.157706093111113
150,NUEVO LEÓN,2003,MAYO,21.21066491128571,31.13672646499999,11.284603357571429
151,OAXACA,2003,MAYO,25.293231204020408,32.91056422591837,17.67589818212245
152,PUEBLA,2003,MAYO,21.868951613625,29.254032259166667,14.483870968083332
153,QUERÉTARO,2003,MAYO,21.94094454833333,30.55361585333333,13.328273243333333
154,QUINTANA ROO,2003,MAYO,27.906469248125,34.5577169075,21.255221588749997
155,SAN LUIS POTOSÍ,2003,MAYO,26.659686698941172,35.368984410980396,17.950388986901952
156,SINALOA,2003,MAYO,27.425334479473683,37.267411808947365,17.583257149999998
157,SONORA,2003,MAYO,25.46723967531113,36.65137046589149,14.28310888473077
158,TABASCO,2003,MAYO,30.761547909999997,37.52899263,23.99410319
159,TAMAULIPAS,2003,MAYO,28.952182596913637,36.36991772563638,21.534447468190898
160,TLAXCALA,2003,MAYO,17.910241935075,27.238387095999997,8.582096774150001
161,VERACRUZ,2003,MAYO,28.266158743828946,35.42278579526315,21.10953169239474
162,YUCATÁN,2003,MAYO,30.263636365000004,37.97818182,22.54909091
163,ZACATECAS,2003,MAYO,22.08566578901745,32.48030063093025,11.691030947104649
164,NACIONAL,2003,MAYO,24.449569175265943,33.18168523249777,15.717453118034129
165,AGUASCALIENTES,2003,JUNIO,21.609406114718617,29.681160714285717,13.537651515151516
166,BAJA CALIFORNIA,2003,JUNIO,20.661724137931035,28.54310344827586,12.780344827586207
167,BAJA CALIFORNIA SUR,2003,JUNIO,24.0455828800072,32.37064213293905,15.720523627075353
168,CAMPECHE,2003,JUNIO,28.690563443768305,35.229688979039885,22.151437908496728
169,COAHUILA,2003,JUNIO,27.49362745098039,35.339803921568624,19.64745098039216
170,COLIMA,2003,JUNIO,27.11641025641026,32.57666666666667,21.65615384615385
171,CHIAPAS,2003,JUNIO,24.823782051282045,30.58679487179486,19.060769230769232
172,CHIHUAHUA,2003,JUNIO,25.48293311626645,34.00827160493828,16.957594627594627
173,CIUDAD DE MÉXICO,2003,JUNIO,17.25498553170967,23.011719315167593,11.498251748251747
174,DURANGO,2003,JUNIO,22.72619600081167,31.181048850574726,14.27134315104861
175,GUANAJUATO,2003,JUNIO,21.1763788117324,28.573445892509053,13.77931173095574
176,GUERRERO,2003,JUNIO,25.45667901585646,31.413696639620596,19.499661392092325
177,HIDALGO,2003,JUNIO,19.32864779874214,26.184968553459118,12.472327044025159
178,JALISCO,2003,JUNIO,23.814071525368412,30.88182186284209,16.74632118789473
179,ESTADO DE MÉXICO,2003,JUNIO,16.136423239858026,22.29692778283951,9.97591869687654
180,MICHOACÁN,2003,JUNIO,19.99836956498913,26.485507246521735,13.511231883456523
181,MORELOS,2003,JUNIO,22.799208333587497,28.850083333999994,16.748333333175
182,NAYARIT,2003,JUNIO,27.68518518461111,35.42592592555555,19.94444444366667
183,NUEVO LEÓN,2003,JUNIO,20.461666666481484,29.296172839259263,11.627160493703704
184,OAXACA,2003,JUNIO,23.66799985170408,29.824101597142857,17.511898106265306
185,PUEBLA,2003,JUNIO,20.854861111125,26.574999999166668,15.134722223083331
186,QUERÉTARO,2003,JUNIO,19.470336258333333,25.593888890000002,13.346783626666666
187,QUINTANA ROO,2003,JUNIO,27.51531821984375,33.2028016778125,21.827834761874996
188,SAN LUIS POTOSÍ,2003,JUNIO,25.50514386873179,32.83449493794703,18.17579279951655
189,SINALOA,2003,JUNIO,29.723684210921057,37.55921052684211,21.888157895000003
190,SONORA,2003,JUNIO,29.00373008133858,39.227127509606305,18.78033265307086
191,TABASCO,2003,JUNIO,29.091951220000002,34.77292683,23.41097561
192,TAMAULIPAS,2003,JUNIO,28.59896988770388,35.345318947864065,21.8526208275437
193,TLAXCALA,2003,JUNIO,16.5722950188,22.879111110666667,10.265478926933334
194,VERACRUZ,2003,JUNIO,26.694371344651316,32.75497075947368,20.633771929828953
195,YUCATÁN,2003,JUNIO,30.013768114999998,36.67173913,23.3557971
196,ZACATECAS,2003,JUNIO,21.215088989747056,29.036609351999992,13.39356862749412
197,NACIONAL,2003,JUNIO,23.896542478219136,30.881710995324383,16.911373961113878
198,AGUASCALIENTES,2003,JULIO,20.201136302921014,27.40483858824672,12.997434017595308
199,BAJA CALIFORNIA,2003,JULIO,25.09156354282536,33.818068687430475,16.365058398220242
200,BAJA CALIFORNIA SUR,2003,JULIO,27.632853547834543,35.15498166889023,20.110725426778856
201,CAMPECHE,2003,JULIO,27.531151170145478,33.97324478178368,21.08905755850728
202,COAHUILA,2003,JULIO,26.154659498207888,33.46594982078853,18.843369175627245
203,COLIMA,2003,JULIO,27.751344086021508,33.81612903225807,21.686559139784947
204,CHIAPAS,2003,JULIO,24.680832826131052,30.758850679651033,18.602814972611068
205,CHIHUAHUA,2003,JULIO,24.911992570480177,32.84672116158291,16.97726397937744
206,CIUDAD DE MÉXICO,2003,JULIO,16.96274678129517,23.179821791112115,10.745671771478223
207,DURANGO,2003,JULIO,21.56330462706174,29.182834622682815,13.943774631440663
208,GUANAJUATO,2003,JULIO,19.530478676771843,26.496972083764387,12.563985269779295
209,GUERRERO,2003,JULIO,25.37750037600062,31.64038031675408,19.114620435247158
210,HIDALGO,2003,JULIO,18.23405356055995,25.05057821059038,11.417528910529521
211,JALISCO,2003,JULIO,22.30732229489822,28.771148538849545,15.843496050946895
212,ESTADO DE MÉXICO,2003,JULIO,15.748747330114767,22.465750018243238,9.031744641986299
213,MICHOACÁN,2003,JULIO,18.785380009375004,25.222495112500006,12.34826490625
214,MORELOS,2003,JULIO,22.11463414608537,28.37301337463415,15.856254917536587
215,NAYARIT,2003,JULIO,26.73763440888889,33.56630824333334,19.908960574444443
216,NUEVO LEÓN,2003,JULIO,19.29357457017857,27.33423404464285,11.252915095714286
217,OAXACA,2003,JULIO,23.089549730562503,29.944892472291674,16.234206988833332
218,PUEBLA,2003,JULIO,18.764267989615384,24.18982630230769,13.338709676923077
219,QUERÉTARO,2003,JULIO,21.001833335,27.77166667,14.232
220,QUINTANA ROO,2003,JULIO,27.200272923499995,32.87363905466666,21.52690679233333
221,SAN LUIS POTOSÍ,2003,JULIO,23.51911727582894,29.907761139473678,17.130473412184205
222,SINALOA,2003,JULIO,30.0207201475,36.553239955,23.48820034
223,SONORA,2003,JULIO,30.989085598217052,39.151682557906966,22.826488638527138
224,TABASCO,2003,JULIO,28.407665095,34.14339623,22.67193396
225,TAMAULIPAS,2003,JULIO,26.709797528856384,32.70621139297872,20.713383664734042
226,TLAXCALA,2003,JULIO,15.408387096624999,22.9304838705,7.886290322749998
227,VERACRUZ,2003,JULIO,25.311103197571423,31.17385839935064,19.448347995792208
228,YUCATÁN,2003,JULIO,27.642452830000003,33.2490566,22.03584906
229,ZACATECAS,2003,JULIO,19.07790633906322,25.708944236666667,12.446868441459772
230,NACIONAL,2003,JULIO,23.367283419160536,30.088343114340034,16.646223723981024
231,AGUASCALIENTES,2003,AGOSTO,19.40724504487945,26.503320641168237,12.31116944859066
232,BAJA CALIFORNIA,2003,AGOSTO,26.113979112594237,34.336739587195645,17.89121863799283
233,BAJA CALIFORNIA SUR,2003,AGOSTO,28.29192540287314,35.489994189606264,21.093856616140016
234,CAMPECHE,2003,AGOSTO,27.228684376976595,33.69030149694286,20.76706725701033
235,COAHUILA,2003,AGOSTO,26.182342954159587,33.96757215619694,18.39711375212224
236,COLIMA,2003,AGOSTO,27.174239040529365,33.119499586435076,21.228978494623657
237,CHIAPAS,2003,AGOSTO,24.72365402754197,30.79434338534508,18.65296466973886
238,CHIHUAHUA,2003,AGOSTO,24.926418333575757,32.733829279250116,17.119007387901398
239,CIUDAD DE MÉXICO,2003,AGOSTO,16.645537634408605,22.700752688172045,10.59032258064516
240,DURANGO,2003,AGOSTO,21.52585765488991,29.402969790066564,13.648745519713263
241,GUANAJUATO,2003,AGOSTO,19.219362946014396,26.332195154999365,12.106530737029429
242,GUERRERO,2003,AGOSTO,25.073674006807288,31.12098781594748,19.026360197667096
243,HIDALGO,2003,AGOSTO,18.160919050517343,25.140158247108943,11.181679853925747
244,JALISCO,2003,AGOSTO,21.904531943563633,28.184868383727263,15.624195503400003
245,ESTADO DE MÉXICO,2003,AGOSTO,15.676994674999996,22.595233331290316,8.758756018709676
246,MICHOACÁN,2003,AGOSTO,18.472937076766666,25.01841099088889,11.927463162644441
247,MORELOS,2003,AGOSTO,21.912320788499997,28.770878136388887,15.053763440611107
248,NAYARIT,2003,AGOSTO,26.34050179388889,32.65053763555555,20.030465952222226
249,NUEVO LEÓN,2003,AGOSTO,18.77216248492592,27.091835921851846,10.452489047999999
250,OAXACA,2003,AGOSTO,23.54591836685714,30.50954575285714,16.58229098085714
251,PUEBLA,2003,AGOSTO,18.903846153423075,24.421836227692307,13.385856079153845
252,QUERÉTARO,2003,AGOSTO,20.978409095,27.83636364,14.12045455
253,QUINTANA ROO,2003,AGOSTO,27.17624683068965,33.20512828655172,21.147365374827583
254,SAN LUIS POTOSÍ,2003,AGOSTO,23.859716017221082,30.81557894088434,16.90385309355782
255,SINALOA,2003,AGOSTO,29.41344086081081,35.65077012513513,23.176111596486486
256,SONORA,2003,AGOSTO,29.940222111899224,37.493284853100775,22.387159370697677
257,TABASCO,2003,AGOSTO,28.310666665,34.09911111,22.52222222
258,TAMAULIPAS,2003,AGOSTO,27.191553937016124,33.44205688532258,20.94105098870967
259,TLAXCALA,2003,AGOSTO,15.612580644649999,23.2311290315,7.994032257799999
260,VERACRUZ,2003,AGOSTO,25.396218637833343,31.37291039413335,19.419526881533336
261,YUCATÁN,2003,AGOSTO,28.180379745,34.49746835,21.86329114
262,ZACATECAS,2003,AGOSTO,18.92712445644318,25.911275997045447,11.942972915840913
263,NACIONAL,2003,AGOSTO,23.287175370945512,30.066590250386252,16.507760491504765
264,AGUASCALIENTES,2003,SEPTIEMBRE,19.294246376811593,25.629270531400962,12.959222222222225
265,BAJA CALIFORNIA,2003,SEPTIEMBRE,24.597361339171684,32.756449553001275,16.438273125342093
266,BAJA CALIFORNIA SUR,2003,SEPTIEMBRE,27.212908412401724,33.87139929647831,20.55441752832514
267,CAMPECHE,2003,SEPTIEMBRE,27.24467320261438,33.51346405228759,20.97588235294117
268,COAHUILA,2003,SEPTIEMBRE,24.429612556561086,30.96547511312217,17.89375
269,COLIMA,2003,SEPTIEMBRE,27.167742946708458,32.703636363636356,21.631849529780563
270,CHIAPAS,2003,SEPTIEMBRE,24.640074821080034,30.667358490566052,18.612791151594017
271,CHIHUAHUA,2003,SEPTIEMBRE,22.5777903091061,29.520852130325814,15.634728487886386
272,CIUDAD DE MÉXICO,2003,SEPTIEMBRE,16.745833333333334,22.37333333333333,11.118333333333334
273,DURANGO,2003,SEPTIEMBRE,20.04884721100988,26.89214623457502,13.20554818744474
274,GUANAJUATO,2003,SEPTIEMBRE,19.37370188816267,25.83163035584604,12.9157734204793
275,GUERRERO,2003,SEPTIEMBRE,25.258190520936168,31.05782682887081,19.458554213001523
276,HIDALGO,2003,SEPTIEMBRE,18.341826923076923,24.37820512820513,12.305448717948718
277,JALISCO,2003,SEPTIEMBRE,21.84976767679091,27.605404040545455,16.094131313036367
278,ESTADO DE MÉXICO,2003,SEPTIEMBRE,16.246957803391666,22.40642579,10.087489816783336
279,MICHOACÁN,2003,SEPTIEMBRE,18.843981844431816,24.88503787931818,12.802925809545455
280,MORELOS,2003,SEPTIEMBRE,21.584270832765625,27.6469791659375,15.52156249959375
281,NAYARIT,2003,SEPTIEMBRE,26.08148148111111,31.914814814444444,20.248148147777773
282,NUEVO LEÓN,2003,SEPTIEMBRE,17.843103448293103,25.0528735637931,10.633333332793105
283,OAXACA,2003,SEPTIEMBRE,23.547619047581634,29.99387755061225,17.10136054455102
284,PUEBLA,2003,SEPTIEMBRE,18.50819444470833,23.181944444999996,13.834444444416667
285,QUERÉTARO,2003,SEPTIEMBRE,20.63061674,26.32334802,14.93788546
286,QUINTANA ROO,2003,SEPTIEMBRE,27.123383974333336,33.052087789000005,21.194680159666664
287,SAN LUIS POTOSÍ,2003,SEPTIEMBRE,23.302488223543627,29.287682671744964,17.31729377534229
288,SINALOA,2003,SEPTIEMBRE,28.707380229605267,34.506207827105264,22.90855263210527
289,SONORA,2003,SEPTIEMBRE,28.633108023650962,36.50647872243902,20.759737324862904
290,TABASCO,2003,SEPTIEMBRE,28.645662105,34.25684932,23.03447489
291,TAMAULIPAS,2003,SEPTIEMBRE,26.307666667166664,31.813500000666668,20.80183333366666
292,TLAXCALA,2003,SEPTIEMBRE,15.867916666025003,22.43449999850001,9.30133333355
293,VERACRUZ,2003,SEPTIEMBRE,25.171415584266235,30.700432900389607,19.642398268142863
294,YUCATÁN,2003,SEPTIEMBRE,28.222321425,33.93928571,22.50535714
295,ZACATECAS,2003,SEPTIEMBRE,18.58498015900595,24.73083333404762,12.439126983964282
296,NACIONAL,2003,SEPTIEMBRE,22.89484769430142,29.074987842349785,16.714707546253052
297,AGUASCALIENTES,2003,OCTUBRE,17.186553375673352,25.1970314825295,9.176075268817206
298,BAJA CALIFORNIA,2003,OCTUBRE,19.60826612903226,28.923319892473117,10.293212365591398
299,BAJA CALIFORNIA SUR,2003,OCTUBRE,25.06252578331245,32.48374928508153,17.641302281543368
300,CAMPECHE,2003,OCTUBRE,25.885299388572637,31.583217372970697,20.187381404174577
301,COAHUILA,2003,OCTUBRE,20.82358870967742,28.038306451612904,13.608870967741936
302,COLIMA,2003,OCTUBRE,26.091776637341148,31.939198435972628,20.244354838709672
303,CHIAPAS,2003,OCTUBRE,24.187293758054345,29.837360306655963,18.537227209452727
304,CHIHUAHUA,2003,OCTUBRE,18.549922646477945,26.350782678662863,10.749062614293027
305,CIUDAD DE MÉXICO,2003,OCTUBRE,16.18709677419355,22.19193548387097,10.182258064516128
306,DURANGO,2003,OCTUBRE,17.973306451612903,25.778548387096773,10.16806451612903
307,GUANAJUATO,2003,OCTUBRE,18.17649167193759,25.59251528568417,10.760468058191016
308,GUERRERO,2003,OCTUBRE,24.77071452908494,30.824021494878007,18.717407563291875
309,HIDALGO,2003,OCTUBRE,16.673232009925563,23.264267990074448,10.082196029776675
310,JALISCO,2003,OCTUBRE,20.374327956995373,27.334677419074076,13.413978494916668
311,ESTADO DE MÉXICO,2003,OCTUBRE,15.473487244441177,22.519797596862745,8.427176892019608
312,MICHOACÁN,2003,OCTUBRE,17.730103391177778,24.479346567111108,10.980860215244444
313,MORELOS,2003,OCTUBRE,21.411498439161292,27.930280958064515,14.892715920258066
314,NAYARIT,2003,OCTUBRE,25.13148148111111,32.42246117,17.840501792222224
315,NUEVO LEÓN,2003,OCTUBRE,16.30105195273214,24.152509874642856,8.449594030821428
316,OAXACA,2003,OCTUBRE,22.994698236853658,29.251499803658533,16.73789667004878
