,ENTIDAD,Año,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
79,JALISCO,2003,3,19.3691004224375,30.281499985288463,8.456700859586537
80,ESTADO DE MÉXICO,2003,3,14.293830882499039,23.98291220116853,4.604749563829544
81,MICHOACÁN,2003,3,17.465193548389998,27.559225806399994,7.3711612903800035
82,MORELOS,2003,3,22.186231313609753,32.072619983658534,12.299842643560972
83,NAYARIT,2003,3,22.339605735055557,32.940860215555546,11.738351254555555
84,NUEVO LEÓN,2003,3,16.154915513982143,25.5921658975,6.717665130464286
85,OAXACA,2003,3,23.078190743130442,31.496493688260873,14.659887798000002
86,PUEBLA,2003,3,17.535714285642854,24.300691244285712,10.770737327
87,QUERÉTARO,2003,3,17.609890618583332,26.26075268666667,8.9590285505
88,QUINTANA ROO,2003,3,25.973054820441174,32.98502155588236,18.961088085
89,SAN LUIS POTOSÍ,2003,3,21.3306203808993,30.27100309261439,12.390237669184213
90,SINALOA,2003,3,21.22563208375676,31.521011333513517,10.930252834000001
91,SONORA,2003,3,17.534607311591998,27.680357135280005,7.388857487904
92,TABASCO,2003,3,28.161866125000003,35.35862069,20.96511156
93,TAMAULIPAS,2003,3,22.350223176338982,29.776416828474577,14.924029524203391
94,TLAXCALA,2003,3,14.930887096900001,25.4590322585,4.402741935300001
95,VERACRUZ,2003,3,23.75782619941667,30.393402605512826,17.122249793320513
96,YUCATÁN,2003,3,27.556066175,35.63713235,19.475
97,ZACATECAS,2003,3,15.55703834375,26.22928900348837,4.884787684011629
98,NACIONAL,2003,3,19.959362887457512,28.91803429365756,11.00069148125746
99,AGUASCALIENTES,2003,4,19.927090395480228,29.94011299435029,9.91406779661017
100,BAJA CALIFORNIA,2003,4,14.080459770114944,21.73230001161036,6.428619528619528
101,BAJA CALIFORNIA SUR,2003,4,20.542911529668267,29.02135198354989,12.064471075786637
102,CAMPECHE,2003,4,27.13520833333333,35.045138888888886,19.22527777777778
103,COAHUILA,2003,4,22.577704342273307,31.905,13.250408684546619
104,COLIMA,2003,4,26.31734567901235,34.03444444444445,18.600246913580246
105,CHIAPAS,2003,4,25.501589145076927,33.17782720990695,17.825351080246907
106,CHIHUAHUA,2003,4,19.14248999495305,28.606278051450467,9.678701938455633
107,CIUDAD DE MÉXICO,2003,4,17.87477744783811,25.82921568627451,9.92033920940171
108,DURANGO,2003,4,18.776425534786423,28.14246575342465,9.41038531614819
109,GUANAJUATO,2003,4,20.849184954290497,30.635816498316487,11.0625534102645
110,GUERRERO,2003,4,26.563571342114162,34.185401220563776,18.941741463664545
111,HIDALGO,2003,4,18.983176100628928,28.462264150943398,9.504088050314467
112,JALISCO,2003,4,22.38508471922381,32.765414243047616,12.004755195399998
113,ESTADO DE MÉXICO,2003,4,16.389084590261632,25.387848264686056,7.390320915837207
114,MICHOACÁN,2003,4,20.249184981704087,30.022145473877558,10.476224489530614
115,MORELOS,2003,4,24.690416666337494,34.02458333275,15.356249999925003
116,NAYARIT,2003,4,24.849074075388888,35.19135802777778,14.506790123000002
117,NUEVO LEÓN,2003,4,18.686904762232142,27.999404762500006,9.374404761964287
118,OAXACA,2003,4,24.504357298362752,32.55152505450981,16.457189542215687
119,PUEBLA,2003,4,20.164743589730772,27.797435897692303,12.532051281769233
120,QUERÉTARO,2003,4,19.219576149125,27.770402299999997,10.66874999825
121,QUINTANA ROO,2003,4,25.727062785967746,32.80624838903227,18.647877182903226
122,SAN LUIS POTOSÍ,2003,4,23.36359244246753,32.50997770467532,14.217207180259738
123,SINALOA,2003,4,24.21937438461429,34.078748768857146,14.360000000371427
124,SONORA,2003,4,20.49788921693749,31.03826577710937,9.95751265676562
125,TABASCO,2003,4,28.01662531,34.66947891,21.36377171
126,TAMAULIPAS,2003,4,24.724739275056038,32.23771608370691,17.211762466405172
127,TLAXCALA,2003,4,16.878222221566666,26.439333331999997,7.3171111111333325
128,VERACRUZ,2003,4,25.255443723071426,32.2395887451948,18.271298700948048
129,YUCATÁN,2003,4,26.171130955,33.6218254,18.72043651
130,ZACATECAS,2003,4,18.878516806647056,28.761966386470586,8.995067226823528
131,NACIONAL,2003,4,21.973217453852047,30.70721511711287,13.239219790591221
132,AGUASCALIENTES,2003,5,22.27646871945259,32.372634408602146,12.180303030303032
133,BAJA CALIFORNIA,2003,5,17.820783520203513,26.19935226593418,9.442214774472836
134,BAJA CALIFORNIA SUR,2003,5,22.57890925488893,31.473694809773,13.684123700004857
135,CAMPECHE,2003,5,30.053854838709675,37.82151612903226,22.286193548387093
136,COAHUILA,2003,5,27.31496415770609,36.93817204301075,17.69175627240143
137,COLIMA,2003,5,27.021712158808928,35.104466501240694,18.938957816377172
138,CHIAPAS,2003,5,26.140468220154773,32.78805429962614,19.492882140683413
139,CHIHUAHUA,2003,5,23.583776550664762,33.44744372053604,13.720109380793474
140,CIUDAD DE MÉXICO,2003,5,19.272625448028673,27.15479390681003,11.390456989247312
141,DURANGO,2003,5,22.94733594737973,33.01235747820256,12.882314416556893
142,GUANAJUATO,2003,5,22.80774073289888,32.41565118781464,13.199830277983127
143,GUERRERO,2003,5,27.34461501905823,34.741458791065156,19.947771247051307
144,HIDALGO,2003,5,20.66174680462568,29.69598295800365,11.627510651247716
145,JALISCO,2003,5,24.51405267626733,34.5968070450495,14.431298307485152
146,ESTADO DE MÉXICO,2003,5,17.582906882947675,26.34856577197675,8.817247993918606
147,MICHOACÁN,2003,5,22.320899107861706,31.763898421489362,12.87789979423404
148,MORELOS,2003,5,25.475483871125,34.065967742750004,16.8849999995
149,NAYARIT,2003,5,26.655913978777786,37.15412186444445,16.157706093111113
150,NUEVO LEÓN,2003,5,21.21066491128571,31.13672646499999,11.284603357571427
151,OAXACA,2003,5,25.293231204020408,32.91056422591837,17.67589818212245
152,PUEBLA,2003,5,21.868951613625,29.25403225916667,14.483870968083332
153,QUERÉTARO,2003,5,21.94094454833333,30.55361585333333,13.328273243333333
154,QUINTANA ROO,2003,5,27.906469248125,34.5577169075,21.25522158875
155,SAN LUIS POTOSÍ,2003,5,26.659686698941172,35.368984410980396,17.950388986901952
156,SINALOA,2003,5,27.42533447947368,37.267411808947365,17.583257149999998
157,SONORA,2003,5,25.467239675311127,36.65137046589149,14.28310888473077
158,TABASCO,2003,5,30.76154791,37.52899263,23.99410319
159,TAMAULIPAS,2003,5,28.952182596913644,36.369917725636384,21.534447468190894
160,TLAXCALA,2003,5,17.910241935075,27.238387096,8.582096774150001
161,VERACRUZ,2003,5,28.266158743828946,35.422785795263145,21.10953169239474
162,YUCATÁN,2003,5,30.263636365000004,37.97818182,22.54909091
163,ZACATECAS,2003,5,22.085665789017447,32.48030063093025,11.69103094710465
164,NACIONAL,2003,5,24.449569175265946,33.18168523249777,15.717453118034127
165,AGUASCALIENTES,2003,6,21.609406114718613,29.681160714285717,13.537651515151515
166,BAJA CALIFORNIA,2003,6,20.661724137931035,28.54310344827586,12.780344827586207
167,BAJA CALIFORNIA SUR,2003,6,24.0455828800072,32.370642132939054,15.720523627075353
168,CAMPECHE,2003,6,28.690563443768305,35.229688979039885,22.151437908496728
169,COAHUILA,2003,6,27.49362745098039,35.339803921568624,19.64745098039216
170,COLIMA,2003,6,27.11641025641026,32.57666666666667,21.65615384615385
171,CHIAPAS,2003,6,24.82378205128205,30.586794871794858,19.060769230769235
172,CHIHUAHUA,2003,6,25.48293311626645,34.00827160493828,16.957594627594627
173,CIUDAD DE MÉXICO,2003,6,17.25498553170967,23.011719315167593,11.498251748251748
174,DURANGO,2003,6,22.726196000811672,31.181048850574733,14.27134315104861
175,GUANAJUATO,2003,6,21.1763788117324,28.57344589250905,13.779311730955742
176,GUERRERO,2003,6,25.456679015856462,31.4136966396206,19.499661392092325
177,HIDALGO,2003,6,19.328647798742143,26.184968553459118,12.472327044025162
178,JALISCO,2003,6,23.81407152536841,30.881821862842088,16.74632118789473
179,ESTADO DE MÉXICO,2003,6,16.136423239858026,22.296927782839514,9.975918696876539
180,MICHOACÁN,2003,6,19.99836956498913,26.48550724652173,13.511231883456526
181,MORELOS,2003,6,22.799208333587494,28.850083333999997,16.748333333175
182,NAYARIT,2003,6,27.68518518461111,35.425925925555546,19.944444443666672
183,NUEVO LEÓN,2003,6,20.461666666481484,29.296172839259267,11.627160493703705
184,OAXACA,2003,6,23.667999851704078,29.824101597142853,17.511898106265303
185,PUEBLA,2003,6,20.854861111125,26.57499999916667,15.134722223083331
186,QUERÉTARO,2003,6,19.470336258333333,25.59388889,13.346783626666666
187,QUINTANA ROO,2003,6,27.51531821984375,33.2028016778125,21.827834761875
188,SAN LUIS POTOSÍ,2003,6,25.50514386873179,32.83449493794703,18.17579279951655
189,SINALOA,2003,6,29.723684210921054,37.55921052684211,21.888157895000006
190,SONORA,2003,6,29.003730081338578,39.22712750960631,18.78033265307086
191,TABASCO,2003,6,29.09195122,34.77292683,23.41097561
192,TAMAULIPAS,2003,6,28.59896988770388,35.34531894786406,21.852620827543696
193,TLAXCALA,2003,6,16.572295018800002,22.87911111066667,10.265478926933334
194,VERACRUZ,2003,6,26.694371344651323,32.75497075947368,20.633771929828953
195,YUCATÁN,2003,6,30.013768115,36.67173913,23.3557971
196,ZACATECAS,2003,6,21.215088989747056,29.03660935199999,13.393568627494119
197,NACIONAL,2003,6,23.896542478219136,30.881710995324386,16.911373961113878
198,AGUASCALIENTES,2003,7,20.20113630292101,27.40483858824672,12.997434017595308
199,BAJA CALIFORNIA,2003,7,25.09156354282536,33.818068687430475,16.365058398220242
200,BAJA CALIFORNIA SUR,2003,7,27.63285354783455,35.15498166889023,20.110725426778856
201,CAMPECHE,2003,7,27.531151170145478,33.973244781783684,21.08905755850728
202,COAHUILA,2003,7,26.154659498207888,33.46594982078853,18.843369175627245
203,COLIMA,2003,7,27.751344086021515,33.816129032258075,21.68655913978495
204,CHIAPAS,2003,7,24.680832826131052,30.758850679651037,18.602814972611068
205,CHIHUAHUA,2003,7,24.911992570480177,32.846721161582906,16.97726397937744
206,CIUDAD DE MÉXICO,2003,7,16.96274678129517,23.17982179111211,10.745671771478223
207,DURANGO,2003,7,21.56330462706174,29.182834622682808,13.943774631440663
208,GUANAJUATO,2003,7,19.530478676771843,26.49697208376439,12.563985269779296
209,GUERRERO,2003,7,25.37750037600062,31.64038031675408,19.114620435247158
210,HIDALGO,2003,7,18.23405356055995,25.050578210590377,11.417528910529521
211,JALISCO,2003,7,22.30732229489822,28.771148538849545,15.843496050946893
212,ESTADO DE MÉXICO,2003,7,15.748747330114767,22.465750018243238,9.0317446419863
213,MICHOACÁN,2003,7,18.785380009375004,25.22249511250001,12.34826490625
214,MORELOS,2003,7,22.114634146085372,28.373013374634148,15.856254917536587
215,NAYARIT,2003,7,26.737634408888887,33.56630824333334,19.908960574444443
216,NUEVO LEÓN,2003,7,19.29357457017857,27.334234044642855,11.252915095714288
217,OAXACA,2003,7,23.089549730562506,29.944892472291674,16.234206988833332
218,PUEBLA,2003,7,18.764267989615387,24.18982630230769,13.338709676923076
219,QUERÉTARO,2003,7,21.001833335,27.77166667,14.232000000000001
220,QUINTANA ROO,2003,7,27.200272923499995,32.87363905466666,21.526906792333325
221,SAN LUIS POTOSÍ,2003,7,23.519117275828943,29.90776113947368,17.130473412184205
222,SINALOA,2003,7,30.0207201475,36.553239955,23.48820034
223,SONORA,2003,7,30.98908559821705,39.15168255790697,22.826488638527135
224,TABASCO,2003,7,28.407665095,34.14339623,22.67193396
225,TAMAULIPAS,2003,7,26.709797528856388,32.70621139297872,20.71338366473404
226,TLAXCALA,2003,7,15.408387096624999,22.9304838705,7.886290322749997
227,VERACRUZ,2003,7,25.311103197571427,31.17385839935064,19.448347995792208
228,YUCATÁN,2003,7,27.642452830000003,33.249056599999996,22.03584906
229,ZACATECAS,2003,7,19.07790633906322,25.70894423666667,12.446868441459772
230,NACIONAL,2003,7,23.367283419160533,30.088343114340034,16.646223723981024
231,AGUASCALIENTES,2003,8,19.40724504487945,26.503320641168237,12.31116944859066
232,BAJA CALIFORNIA,2003,8,26.113979112594237,34.336739587195645,17.89121863799283
233,BAJA CALIFORNIA SUR,2003,8,28.29192540287314,35.489994189606264,21.093856616140016
234,CAMPECHE,2003,8,27.228684376976595,33.69030149694286,20.76706725701033
235,COAHUILA,2003,8,26.182342954159587,33.967572156196944,18.397113752122237
236,COLIMA,2003,8,27.174239040529365,33.11949958643508,21.228978494623657
237,CHIAPAS,2003,8,24.723654027541965,30.794343385345076,18.65296466973886
238,CHIHUAHUA,2003,8,24.926418333575764,32.73382927925012,17.119007387901398
239,CIUDAD DE MÉXICO,2003,8,16.645537634408605,22.700752688172045,10.59032258064516
240,DURANGO,2003,8,21.525857654889908,29.402969790066567,13.648745519713266
241,GUANAJUATO,2003,8,19.2193629460144,26.33219515499936,12.106530737029429
242,GUERRERO,2003,8,25.073674006807288,31.12098781594748,19.026360197667092
243,HIDALGO,2003,8,18.160919050517343,25.140158247108946,11.181679853925749
244,JALISCO,2003,8,21.904531943563637,28.184868383727263,15.624195503400006
245,ESTADO DE MÉXICO,2003,8,15.676994674999996,22.59523333129032,8.758756018709676
246,MICHOACÁN,2003,8,18.472937076766666,25.018410990888892,11.92746316264444
247,MORELOS,2003,8,21.9123207885,28.770878136388887,15.053763440611107
248,NAYARIT,2003,8,26.340501793888887,32.65053763555555,20.030465952222226
249,NUEVO LEÓN,2003,8,18.77216248492592,27.09183592185185,10.452489048
250,OAXACA,2003,8,23.545918366857144,30.509545752857143,16.58229098085714
251,PUEBLA,2003,8,18.903846153423075,24.421836227692307,13.385856079153845
252,QUERÉTARO,2003,8,20.978409095,27.83636364,14.12045455
253,QUINTANA ROO,2003,8,27.17624683068965,33.20512828655172,21.147365374827586
254,SAN LUIS POTOSÍ,2003,8,23.85971601722108,30.815578940884343,16.90385309355782
255,SINALOA,2003,8,29.41344086081081,35.65077012513513,23.176111596486486
256,SONORA,2003,8,29.940222111899228,37.493284853100775,22.38715937069768
257,TABASCO,2003,8,28.310666665,34.09911111,22.52222222
258,TAMAULIPAS,2003,8,27.191553937016124,33.44205688532258,20.941050988709673
259,TLAXCALA,2003,8,15.612580644649999,23.2311290315,7.994032257799999
260,VERACRUZ,2003,8,25.396218637833343,31.372910394133353,19.419526881533336
261,YUCATÁN,2003,8,28.180379745,34.49746835,21.86329114
262,ZACATECAS,2003,8,18.927124456443178,25.91127599704545,11.942972915840912
263,NACIONAL,2003,8,23.287175370945512,30.06659025038625,16.507760491504765
264,AGUASCALIENTES,2003,9,19.294246376811593,25.629270531400962,12.959222222222225
265,BAJA CALIFORNIA,2003,9,24.59736133917168,32.756449553001275,16.438273125342093
266,BAJA CALIFORNIA SUR,2003,9,27.212908412401728,33.87139929647831,20.55441752832514
267,CAMPECHE,2003,9,27.24467320261438,33.51346405228759,20.975882352941174
268,COAHUILA,2003,9,24.42961255656109,30.96547511312217,17.89375
269,COLIMA,2003,9,27.167742946708454,32.70363636363636,21.631849529780563
270,CHIAPAS,2003,9,24.640074821080034,30.66735849056605,18.612791151594017
271,CHIHUAHUA,2003,9,22.577790309106103,29.52085213032581,15.634728487886386
272,CIUDAD DE MÉXICO,2003,9,16.745833333333334,22.37333333333333,11.118333333333334
273,DURANGO,2003,9,20.04884721100988,26.89214623457502,13.20554818744474
274,GUANAJUATO,2003,9,19.37370188816267,25.831630355846038,12.9157734204793
275,GUERRERO,2003,9,25.258190520936168,31.057826828870805,19.458554213001523
276,HIDALGO,2003,9,18.341826923076926,24.378205128205128,12.305448717948716
277,JALISCO,2003,9,21.84976767679091,27.605404040545448,16.094131313036367
278,ESTADO DE MÉXICO,2003,9,16.246957803391663,22.40642579,10.087489816783336
279,MICHOACÁN,2003,9,18.843981844431816,24.88503787931818,12.802925809545455
280,MORELOS,2003,9,21.584270832765625,27.6469791659375,15.521562499593749
281,NAYARIT,2003,9,26.081481481111112,31.914814814444448,20.248148147777773
282,NUEVO LEÓN,2003,9,17.843103448293107,25.052873563793103,10.633333332793104
283,OAXACA,2003,9,23.547619047581634,29.99387755061225,17.10136054455102
284,PUEBLA,2003,9,18.508194444708327,23.181944445,13.834444444416668
285,QUERÉTARO,2003,9,20.63061674,26.32334802,14.93788546
286,QUINTANA ROO,2003,9,27.123383974333333,33.052087789000005,21.194680159666664
287,SAN LUIS POTOSÍ,2003,9,23.30248822354363,29.287682671744967,17.31729377534229
288,SINALOA,2003,9,28.70738022960527,34.506207827105264,22.90855263210527
289,SONORA,2003,9,28.633108023650962,36.50647872243902,20.759737324862908
290,TABASCO,2003,9,28.645662105,34.25684932,23.03447489
291,TAMAULIPAS,2003,9,26.30766666716666,31.81350000066667,20.80183333366666
292,TLAXCALA,2003,9,15.867916666025007,22.434499998500012,9.30133333355
293,VERACRUZ,2003,9,25.171415584266235,30.70043290038961,19.642398268142863
294,YUCATÁN,2003,9,28.222321425,33.93928571,22.50535714
295,ZACATECAS,2003,9,18.584980159005948,24.730833334047624,12.439126983964284
296,NACIONAL,2003,9,22.894847694301426,29.07498784234979,16.714707546253052
297,AGUASCALIENTES,2003,10,17.186553375673352,25.197031482529503,9.176075268817206
298,BAJA CALIFORNIA,2003,10,19.608266129032263,28.92331989247312,10.293212365591398
299,BAJA CALIFORNIA SUR,2003,10,25.06252578331245,32.48374928508153,17.641302281543368
300,CAMPECHE,2003,10,25.88529938857264,31.583217372970694,20.187381404174573
301,COAHUILA,2003,10,20.823588709677423,28.038306451612907,13.608870967741936
302,COLIMA,2003,10,26.091776637341148,31.939198435972628,20.244354838709672
303,CHIAPAS,2003,10,24.18729375805434,29.837360306655963,18.537227209452727
304,CHIHUAHUA,2003,10,18.549922646477945,26.350782678662863,10.749062614293027
305,CIUDAD DE MÉXICO,2003,10,16.187096774193552,22.191935483870967,10.182258064516127
306,DURANGO,2003,10,17.973306451612906,25.778548387096766,10.168064516129029
307,GUANAJUATO,2003,10,18.17649167193759,25.592515285684172,10.760468058191016
308,GUERRERO,2003,10,24.77071452908494,30.82402149487801,18.717407563291875
309,HIDALGO,2003,10,16.673232009925563,23.264267990074448,10.082196029776675
310,JALISCO,2003,10,20.37432795699537,27.334677419074076,13.413978494916668
311,ESTADO DE MÉXICO,2003,10,15.473487244441175,22.519797596862745,8.427176892019606
312,MICHOACÁN,2003,10,17.730103391177778,24.47934656711111,10.980860215244443
313,MORELOS,2003,10,21.41149843916129,27.930280958064518,14.892715920258064
314,NAYARIT,2003,10,25.131481481111113,32.42246117,17.840501792222227
315,NUEVO LEÓN,2003,10,16.30105195273214,24.152509874642853,8.449594030821428
316,OAXACA,2003,10,22.994698236853658,29.251499803658533,16.73789667004878
317,PUEBLA,2003,10,17.324596774041666,21.978494624166668,12.670698923916664
318,QUERÉTARO,2003,10,18.400396825,24.9297619,11.87103175
319,QUINTANA ROO,2003,10,26.479154185535716,32.058064515000005,20.90024385607143
320,SAN LUIS POTOSÍ,2003,10,21.146509649969804,27.791264282953023,14.501755016986582
321,SINALOA,2003,10,27.437620622820514,34.34855252282051,20.52668872282052
322,SONORA,2003,10,25.416813695641732,34.10393531259841,16.729692078685044
323,TABASCO,2003,10,26.911145195,31.46830266,22.35398773
324,TAMAULIPAS,2003,10,23.68800104320755,29.421658985849056,17.954343100566042
325,TLAXCALA,2003,10,14.835376343766663,22.34021505333333,7.330537634200001
326,VERACRUZ,2003,10,23.585924186474685,28.649006397341772,18.52284197560759
327,YUCATÁN,2003,10,26.954158605,32.5344294,21.37388781
328,ZACATECAS,2003,10,16.428604741771085,24.14617178421687,8.711037699325301
329,NACIONAL,2003,10,21.225031826112442,27.93327141797678,14.516792234248095
330,AGUASCALIENTES,2003,11,15.947611111111106,25.50638888888889,6.3888333333333325
331,BAJA CALIFORNIA,2003,11,14.811749680715197,22.60983397190293,7.013665389527457
332,BAJA CALIFORNIA SUR,2003,11,20.980044406750256,28.93091100100518,13.02917781249532
333,CAMPECHE,2003,11,24.169126662159115,29.828963263466306,18.509290060851928
334,COAHUILA,2003,11,18.6625,26.921875,10.403125
335,COLIMA,2003,11,26.78236111111111,33.400555555555556,20.164166666666674
336,CHIAPAS,2003,11,23.400310457516348,29.43248366013072,17.368137254901967
337,CHIHUAHUA,2003,11,15.872138535995159,24.29146400483968,7.452813067150634
338,CIUDAD DE MÉXICO,2003,11,15.3275,22.298333333333336,8.356666666666666
339,DURANGO,2003,11,16.19471749226006,25.479166666666664,6.910268317853459
340,GUANAJUATO,2003,11,16.823224841660807,25.478333333333346,8.168116349988269
341,GUERRERO,2003,11,24.445615487136326,31.305338825530328,17.585892148742314
342,HIDALGO,2003,11,15.250512820512824,23.093589743589746,7.4074358974358985
343,JALISCO,2003,11,19.364431686684252,28.07752380971429,10.651339563654208
344,ESTADO DE MÉXICO,2003,11,14.270916666610004,22.73866666660001,5.803166666620001
345,MICHOACÁN,2003,11,16.639583333670448,24.74469697022727,8.53446969711364
346,MORELOS,2003,11,20.20387096779032,27.916774193870964,12.490967741709676
347,NAYARIT,2003,11,24.094259259611114,32.91111111111112,15.277407408111111
348,NUEVO LEÓN,2003,11,14.787058322888887,22.97041294185185,6.603703703925928
349,OAXACA,2003,11,23.442651311112904,30.21560361580646,16.66969900641935
350,PUEBLA,2003,11,15.461805556166663,21.272222223333326,9.651388889
351,QUERÉTARO,2003,11,17.77863248,25.20213675,10.35512821
352,QUINTANA ROO,2003,11,24.646305823333336,29.910681683666674,19.381929963000005
