,Estado,Sembrada_ha,Cosechada_ha,Año,Mes
1958,Tamaulipas,23835,22131.0,2016,8
1959,Veracruz,192090,187922.0,2016,8
1960,Yucatan,510,342.0,2016,8
1961,Total,477290,470191.0,2016,8
1962,Campeche,8983,8970.0,2016,9
1963,Chiapas,100713,100713.0,2016,9
1964,Chihuahua,26,26.0,2016,9
1965,Guerrero,2433,2433.0,2016,9
1966,Hidalgo,25578,25575.0,2016,9
1967,Jalisco,913,913.0,2016,9
1968,Nayarit,1105,1105.0,2016,9
1969,Nuevo leon,772,622.0,2016,9
1970,Oaxaca,47224,47224.0,2016,9
1971,Puebla,19028,19028.0,2016,9
1972,Quintana roo,5235,5235.0,2016,9
1973,San luis potosi,12155,12153.0,2016,9
1974,Sinaloa,2607,2607.0,2016,9
1975,Sonora,12,12.0,2016,9
1976,Tabasco,34072,33916.0,2016,9
1977,Tamaulipas,23835,22131.0,2016,9
1978,Veracruz,192090,188684.0,2016,9
1979,Yucatan,510,342.0,2016,9
1980,Total,477290,471689.0,2016,9
1981,Campeche,8983,8970.0,2016,12
1982,Chiapas,100713,100713.0,2016,12
1983,Chihuahua,26,26.0,2016,12
1984,Guerrero,2433,2433.0,2016,12
1985,Hidalgo,25578,25575.0,2016,12
1986,Jalisco,913,913.0,2016,12
1987,Nayarit,1105,1105.0,2016,12
1988,Nuevo leon,772,622.0,2016,12
1989,Oaxaca,47224,47224.0,2016,12
1990,Puebla,19028,19028.0,2016,12
1991,Quintana roo,5235,5235.0,2016,12
1992,San luis potosi,12155,12153.0,2016,12
1993,Sinaloa,2607,2607.0,2016,12
1994,Sonora,12,12.0,2016,12
1995,Tabasco,34072,33916.0,2016,12
1996,Tamaulipas,23835,22131.0,2016,12
1997,Veracruz,192090,188684.0,2016,12
1998,Yucatan,510,342.0,2016,12
1999,Total,477290,471689.0,2016,12
2000,Campeche,10492,2121.0,2017,2
2001,Oaxaca,47868,2632.0,2017,2
2002,Quintana roo,3432,260.0,2017,2
2003,San luis potosi,9962,2014.0,2017,2
2004,Tabasco,31488,997.0,2017,2
2005,Veracruz,182788,7753.0,2017,2
2006,Yucatan,529,150.0,2017,2
2007,Total,447728,15927.0,2017,2
2008,Campeche,10492,3251.0,2017,3
2009,Chiapas,100784,9304.0,2017,3
2010,Guerrero,2538,93.0,2017,3
2011,Oaxaca,47868,10384.0,2017,3
2012,Quintana roo,3815,1130.0,2017,3
2013,San luis potosi,11142,5043.0,2017,3
2014,Sinaloa,1550,25.0,2017,3
2015,Tabasco,33070,4473.0,2017,3
2016,Tamaulipas,11336,603.0,2017,3
2017,Veracruz,183298,11659.0,2017,3
2018,Yucatan,529,150.0,2017,3
2019,Total,452359,46115.0,2017,3
2020,Campeche,10492,5051.0,2017,4
2021,Chiapas,100874,25260.0,2017,4
2022,Guerrero,2538,93.0,2017,4
2023,Hidalgo,24111,16322.0,2017,4
2024,Nayarit,1828,166.0,2017,4
2025,Oaxaca,47868,29400.0,2017,4
2026,Quintana roo,3815,1130.0,2017,4
2027,San luis potosi,11142,7420.0,2017,4
2028,Sinaloa,1690,305.0,2017,4
2029,Tabasco,33070,15955.0,2017,4
2030,Tamaulipas,11336,6995.0,2017,4
2031,Veracruz,184948,46157.0,2017,4
2032,Yucatan,529,150.0,2017,4
2033,Total,454239,154404.0,2017,4
2034,Campeche,10492,9925.0,2017,5
2035,Chiapas,100874,78720.0,2017,5
2036,Guerrero,2538,2088.0,2017,5
2037,Hidalgo,24111,18025.0,2017,5
2038,Jalisco,898,578.0,2017,5
2039,Nayarit,1828,1688.0,2017,5
2040,Nuevo leon,230,65.0,2017,5
2041,Oaxaca,47868,46190.0,2017,5
2042,Puebla,18870,117.0,2017,5
2043,Quintana roo,3815,2205.0,2017,5
2044,San luis potosi,11142,10286.0,2017,5
2045,Sinaloa,1690,1550.0,2017,5
2046,Tabasco,33070,26819.0,2017,5
2047,Tamaulipas,11336,8039.0,2017,5
2048,Veracruz,184948,133985.0,2017,5
2049,Yucatan,529,150.0,2017,5
2050,Total,454239,340430.0,2017,5
2051,Campeche,10492,9925.0,2017,6
2052,Chiapas,100874,78720.0,2017,6
2053,Guerrero,2538,2088.0,2017,6
2054,Hidalgo,24111,18025.0,2017,6
2055,Jalisco,898,578.0,2017,6
2056,Nayarit,1828,1688.0,2017,6
2057,Nuevo leon,230,65.0,2017,6
2058,Oaxaca,47868,46190.0,2017,6
2059,Puebla,18870,117.0,2017,6
2060,Quintana roo,3815,2205.0,2017,6
2061,San luis potosi,11142,10286.0,2017,6
2062,Sinaloa,1690,1550.0,2017,6
2063,Tabasco,33070,26819.0,2017,6
2064,Tamaulipas,11336,8039.0,2017,6
2065,Veracruz,184948,133985.0,2017,6
2066,Yucatan,529,150.0,2017,6
2067,Total,454239,340430.0,2017,6
2068,Campeche,10492,10446.0,2017,7
2069,Chiapas,100874,98895.0,2017,7
2070,Guerrero,2538,2538.0,2017,7
2071,Hidalgo,24111,24084.0,2017,7
2072,Jalisco,898,898.0,2017,7
2073,Nayarit,1828,1828.0,2017,7
2074,Nuevo leon,230,223.0,2017,7
2075,Oaxaca,47868,47215.0,2017,7
2076,Puebla,18870,14045.0,2017,7
2077,Quintana roo,3815,3815.0,2017,7
2078,San luis potosi,11142,10624.0,2017,7
2079,Sinaloa,1690,1690.0,2017,7
2080,Tabasco,33070,29029.0,2017,7
2081,Tamaulipas,11336,11216.0,2017,7
2082,Veracruz,184948,176319.0,2017,7
2083,Yucatan,529,161.0,2017,7
2084,Total,454239,433025.0,2017,7
2085,Campeche,10492,10446.0,2017,8
2086,Chiapas,100874,100874.0,2017,8
2087,Guerrero,2538,2538.0,2017,8
2088,Hidalgo,24111,24111.0,2017,8
2089,Jalisco,898,898.0,2017,8
2090,Nayarit,1828,1828.0,2017,8
2091,Nuevo leon,230,230.0,2017,8
2092,Oaxaca,47868,47215.0,2017,8
2093,Puebla,18870,18750.0,2017,8
2094,Quintana roo,3815,3815.0,2017,8
2095,San luis potosi,11142,10624.0,2017,8
2096,Sinaloa,1690,1690.0,2017,8
2097,Tabasco,33070,29029.0,2017,8
2098,Tamaulipas,11336,11216.0,2017,8
2099,Veracruz,184948,178189.0,2017,8
2100,Yucatan,529,161.0,2017,8
2101,Total,454239,441612.0,2017,8
2102,Campeche,10492,10446.0,2017,9
2103,Chiapas,100874,100874.0,2017,9
2104,Guerrero,2538,2538.0,2017,9
2105,Hidalgo,24111,24111.0,2017,9
2106,Jalisco,898,898.0,2017,9
2107,Nayarit,1828,1828.0,2017,9
2108,Nuevo leon,230,230.0,2017,9
2109,Oaxaca,47868,47215.0,2017,9
2110,Puebla,18870,18870.0,2017,9
2111,Quintana roo,3815,3815.0,2017,9
2112,San luis potosi,11142,10624.0,2017,9
2113,Sinaloa,1690,1690.0,2017,9
2114,Tabasco,33070,29029.0,2017,9
2115,Tamaulipas,11336,11216.0,2017,9
2116,Veracruz,184948,184758.0,2017,9
2117,Yucatan,529,161.0,2017,9
2118,Total,454239,448302.0,2017,9
2119,Campeche,10492,10446.0,2017,12
2120,Chiapas,100874,100874.0,2017,12
2121,Guerrero,2538,2538.0,2017,12
2122,Hidalgo,24111,24111.0,2017,12
2123,Jalisco,898,898.0,2017,12
2124,Nayarit,1828,1828.0,2017,12
2125,Nuevo leon,230,230.0,2017,12
2126,Oaxaca,47868,47215.0,2017,12
2127,Puebla,18870,18870.0,2017,12
2128,Quintana roo,3815,3815.0,2017,12
2129,San luis potosi,11142,10624.0,2017,12
2130,Sinaloa,1690,1690.0,2017,12
2131,Tabasco,33070,29029.0,2017,12
2132,Tamaulipas,11336,11216.0,2017,12
2133,Veracruz,184948,184758.0,2017,12
2134,Yucatan,529,161.0,2017,12
2135,Total,454239,448302.0,2017,12
2136,Campeche,11583,1904.0,2018,2
2137,Guerrero,2534,154.0,2018,2
2138,Nayarit,2018,70.0,2018,2
2139,Oaxaca,46054,1112.0,2018,2
2140,San luis potosi,9335,2387.0,2018,2
2141,Sinaloa,1396,60.0,2018,2
2142,Tabasco,33825,1887.0,2018,2
2143,Veracruz,180698,4300.0,2018,2
2144,Yucatan,150,150.0,2018,2
2145,Total,436400,12024.0,2018,2
2146,Campeche,11683,3243.0,2018,3
2147,Chiapas,100617,7561.0,2018,3
2148,Guerrero,2534,154.0,2018,3
2149,Hidalgo,23342,150.0,2018,3
2150,Nayarit,2018,70.0,2018,3
2151,Oaxaca,46054,9734.0,2018,3
2152,San luis potosi,10610,5127.0,2018,3
2153,Sinaloa,1400,1355.0,2018,3
2154,Tabasco,34783,4611.0,2018,3
2155,Tamaulipas,6525,100.0,2018,3
2156,Veracruz,182166,9154.0,2018,3
2157,Yucatan,150,150.0,2018,3
2158,Total,445025,41408.0,2018,3
2159,Campeche,11683,7748.0,2018,4
2160,Chiapas,100617,22344.0,2018,4
2161,Guerrero,2534,600.0,2018,4
2162,Hidalgo,23342,14188.0,2018,4
2163,Michoacan,220,143.0,2018,4
2164,Nayarit,2018,392.0,2018,4
2165,Oaxaca,46054,30737.0,2018,4
2166,Quintana roo,3210,564.0,2018,4
2167,San luis potosi,10610,6076.0,2018,4
2168,Sinaloa,1400,1400.0,2018,4
2169,Tabasco,34783,18430.0,2018,4
2170,Tamaulipas,6525,2270.0,2018,4
2171,Veracruz,182166,52930.0,2018,4
2172,Yucatan,150,150.0,2018,4
2173,Total,445025,157972.0,2018,4
2174,Campeche,11683,11441.0,2018,5
2175,Chiapas,100617,76952.0,2018,5
2176,Chihuahua,9,9.0,2018,5
2177,Guerrero,2534,2388.0,2018,5
2178,Hidalgo,23342,18444.0,2018,5
2179,Jalisco,915,532.0,2018,5
2180,Michoacan,220,220.0,2018,5
2181,Nayarit,2018,1738.0,2018,5
2182,Nuevo leon,790,20.0,2018,5
2183,Oaxaca,46054,44866.0,2018,5
2184,Puebla,17999,125.0,2018,5
2185,Quintana roo,3210,1902.0,2018,5
2186,San luis potosi,10610,8951.0,2018,5
2187,Sinaloa,1400,1400.0,2018,5
2188,Tabasco,34783,28802.0,2018,5
2189,Tamaulipas,6525,4134.0,2018,5
2190,Veracruz,182166,135945.0,2018,5
2191,Yucatan,150,150.0,2018,5
2192,Total,445025,338020.0,2018,5
2193,Campeche,11683,11641.0,2018,6
2194,Chiapas,100617,99348.0,2018,6
2195,Chihuahua,9,9.0,2018,6
2196,Guerrero,2534,2534.0,2018,6
2197,Hidalgo,23342,22722.0,2018,6
2198,Jalisco,915,915.0,2018,6
2199,Michoacan,220,220.0,2018,6
2200,Nayarit,2018,1768.0,2018,6
2201,Nuevo leon,790,505.0,2018,6
2202,Oaxaca,46054,45951.0,2018,6
2203,Puebla,17999,9566.0,2018,6
2204,Quintana roo,3210,3210.0,2018,6
2205,San luis potosi,10610,9772.0,2018,6
2206,Sinaloa,1400,1400.0,2018,6
2207,Tabasco,34783,32570.0,2018,6
2208,Tamaulipas,6525,4312.0,2018,6
2209,Veracruz,182166,168386.0,2018,6
2210,Yucatan,150,150.0,2018,6
2211,Total,445025,414982.0,2018,6
2212,Campeche,11683,11641.0,2018,7
2213,Chiapas,100617,100617.0,2018,7
2214,Chihuahua,9,9.0,2018,7
2215,Guerrero,2534,2534.0,2018,7
2216,Hidalgo,23342,23331.0,2018,7
2217,Jalisco,915,915.0,2018,7
2218,Michoacan,220,220.0,2018,7
2219,Nayarit,2018,1768.0,2018,7
2220,Nuevo leon,790,505.0,2018,7
2221,Oaxaca,46054,45951.0,2018,7
2222,Puebla,17999,15001.0,2018,7
2223,Quintana roo,3210,3210.0,2018,7
2224,San luis potosi,10610,10052.0,2018,7
2225,Sinaloa,1400,1400.0,2018,7
2226,Tabasco,34783,32570.0,2018,7
2227,Tamaulipas,6525,5232.0,2018,7
2228,Veracruz,182166,178154.0,2018,7
2229,Yucatan,150,150.0,2018,7
2230,Total,445025,433262.0,2018,7
2231,Campeche,11683,11641.0,2018,8
2232,Chiapas,100617,100617.0,2018,8
2233,Chihuahua,9,9.0,2018,8
2234,Guerrero,2534,2534.0,2018,8
2235,Hidalgo,23342,23342.0,2018,8
2236,Jalisco,915,915.0,2018,8
2237,Michoacan,220,220.0,2018,8
2238,Nayarit,2018,1768.0,2018,8
2239,Nuevo leon,790,510.0,2018,8
2240,Oaxaca,46054,45951.0,2018,8
2241,Puebla,17999,17999.0,2018,8
2242,Quintana roo,3210,3210.0,2018,8
2243,San luis potosi,10610,10052.0,2018,8
2244,Sinaloa,1400,1400.0,2018,8
2245,Tabasco,34783,32570.0,2018,8
2246,Tamaulipas,6525,5392.0,2018,8
2247,Veracruz,182166,182166.0,2018,8
2248,Yucatan,150,150.0,2018,8
2249,Total,445025,440447.0,2018,8
2250,Campeche,11683,11641.0,2018,9
2251,Chiapas,100617,100617.0,2018,9
2252,Chihuahua,9,9.0,2018,9
2253,Guerrero,2534,2534.0,2018,9
2254,Hidalgo,23342,23342.0,2018,9
2255,Jalisco,915,915.0,2018,9
2256,Michoacan,220,220.0,2018,9
2257,Nayarit,2018,2018.0,2018,9
2258,Nuevo leon,790,510.0,2018,9
2259,Oaxaca,46054,45951.0,2018,9
2260,Puebla,17999,17999.0,2018,9
2261,Quintana roo,3210,3210.0,2018,9
2262,San luis potosi,10610,10052.0,2018,9
2263,Sinaloa,1400,1400.0,2018,9
2264,Tabasco,34783,32570.0,2018,9
2265,Tamaulipas,6525,5392.0,2018,9
2266,Veracruz,182166,182166.0,2018,9
2267,Yucatan,150,150.0,2018,9
2268,Total,445025,440697.0,2018,9
2269,Campeche,11683,11641.0,2018,12
2270,Chiapas,100617,100617.0,2018,12
2271,Chihuahua,9,9.0,2018,12
2272,Guerrero,2534,2534.0,2018,12
2273,Hidalgo,23342,23342.0,2018,12
2274,Jalisco,915,915.0,2018,12
2275,Michoacan,220,220.0,2018,12
2276,Nayarit,2018,2018.0,2018,12
2277,Nuevo leon,790,510.0,2018,12
2278,Oaxaca,46054,45951.0,2018,12
2279,Puebla,17999,17999.0,2018,12
2280,Quintana roo,3210,3210.0,2018,12
2281,San luis potosi,10610,10052.0,2018,12
2282,Sinaloa,1400,1400.0,2018,12
2283,Tabasco,34783,32570.0,2018,12
2284,Tamaulipas,6525,5392.0,2018,12
2285,Veracruz,182166,182166.0,2018,12
2286,Yucatan,150,150.0,2018,12
2287,Total,445025,440697.0,2018,12
2288,Campeche,11083,1304.0,2019,2
2289,Chiapas,98050,897.0,2019,2
2290,Guerrero,2531,277.0,2019,2
2291,Oaxaca,46326,2200.0,2019,2
2292,San luis potosi,13560,6570.0,2019,2
2293,Tabasco,32535,1113.0,2019,2
2294,Veracruz,194504,5265.0,2019,2
2295,Yucatan,170,100.0,2019,2
2296,Total,455902,17726.0,2019,2
2297,Campeche,11083,3986.0,2019,3
2298,Chiapas,98112,7364.0,2019,3
2299,Guerrero,2629,277.0,2019,3
2300,Hidalgo,21156,139.0,2019,3
2301,Oaxaca,46326,8644.0,2019,3
2302,San luis potosi,13968,8620.0,2019,3
2303,Sinaloa,1499,630.0,2019,3
2304,Tabasco,35644,4537.0,2019,3
2305,Tamaulipas,12426,1221.0,2019,3
2306,Veracruz,196815,9980.0,2019,3
2307,Yucatan,170,130.0,2019,3
2308,Total,463016,45528.0,2019,3
2309,Campeche,11083,9770.0,2019,4
2310,Chiapas,98112,21728.0,2019,4
2311,Guerrero,2629,761.0,2019,4
2312,Hidalgo,22753,14437.0,2019,4
2313,Nayarit,1776,414.0,2019,4
2314,Oaxaca,46326,26576.0,2019,4
2315,Quintana roo,2672,1503.0,2019,4
2316,San luis potosi,13986,11986.0,2019,4
2317,Sinaloa,1499,1229.0,2019,4
2318,Tabasco,35644,19168.0,2019,4
2319,Tamaulipas,12426,3064.0,2019,4
2320,Veracruz,196815,54946.0,2019,4
2321,Yucatan,170,130.0,2019,4
2322,Total,464630,165710.0,2019,4
2323,Campeche,11083,10930.0,2019,5
2324,Chiapas,98112,75817.0,2019,5
2325,Chihuahua,20,20.0,2019,5
2326,Guerrero,2629,2531.0,2019,5
2327,Hidalgo,22753,18047.0,2019,5
2328,Jalisco,921,507.0,2019,5
2329,Nayarit,1776,1677.0,2019,5
2330,Nuevo leon,390,30.0,2019,5
2331,Oaxaca,46326,44382.0,2019,5
2332,Puebla,17409,137.0,2019,5
2333,Quintana roo,2672,2364.0,2019,5
2334,San luis potosi,13986,13034.0,2019,5
2335,Sinaloa,1499,1331.0,2019,5
2336,Tabasco,35644,29625.0,2019,5
2337,Tamaulipas,12426,9284.0,2019,5
2338,Veracruz,196971,99233.0,2019,5
2339,Yucatan,170,130.0,2019,5
2340,Total,464786,309078.0,2019,5
2341,Campeche,11083,10930.0,2019,6
2342,Chiapas,98112,94925.0,2019,6
2343,Chihuahua,20,20.0,2019,6
2344,Guerrero,2629,2629.0,2019,6
2345,Hidalgo,22753,22051.0,2019,6
2346,Jalisco,921,921.0,2019,6
2347,Nayarit,1776,1756.0,2019,6
2348,Nuevo leon,390,90.0,2019,6
2349,Oaxaca,46326,46304.0,2019,6
2350,Puebla,17409,8789.0,2019,6
2351,Quintana roo,2672,2672.0,2019,6
2352,San luis potosi,13986,13788.0,2019,6
2353,Sinaloa,1499,1331.0,2019,6
2354,Tabasco,35644,33432.0,2019,6
2355,Tamaulipas,12426,9304.0,2019,6
2356,Veracruz,196971,174484.0,2019,6
2357,Yucatan,170,130.0,2019,6
2358,Total,464786,423557.0,2019,6
2359,Campeche,11083,10930.0,2019,7
2360,Chiapas,98112,98112.0,2019,7
2361,Chihuahua,20,20.0,2019,7
2362,Guerrero,2629,2629.0,2019,7
2363,Hidalgo,22753,22658.0,2019,7
2364,Jalisco,921,921.0,2019,7
2365,Nayarit,1776,1756.0,2019,7
2366,Nuevo leon,390,390.0,2019,7
2367,Oaxaca,46326,46304.0,2019,7
2368,Puebla,17409,16323.0,2019,7
2369,Quintana roo,2672,2672.0,2019,7
2370,San luis potosi,13986,13788.0,2019,7
2371,Sinaloa,1499,1331.0,2019,7
2372,Tabasco,35644,33432.0,2019,7
2373,Tamaulipas,12426,12106.0,2019,7
2374,Veracruz,196971,182860.0,2019,7
2375,Yucatan,170,130.0,2019,7
2376,Total,464786,446362.0,2019,7
2377,Campeche,11083,10930.0,2019,8
2378,Chiapas,98112,98112.0,2019,8
2379,Chihuahua,20,20.0,2019,8
2380,Guerrero,2629,2629.0,2019,8
2381,Hidalgo,22753,22669.0,2019,8
2382,Jalisco,921,921.0,2019,8
2383,Nayarit,1776,1756.0,2019,8
2384,Nuevo leon,390,390.0,2019,8
2385,Oaxaca,46326,46304.0,2019,8
2386,Puebla,17409,17356.0,2019,8
2387,Quintana roo,2672,2672.0,2019,8
2388,San luis potosi,13986,13788.0,2019,8
2389,Sinaloa,1499,1331.0,2019,8
2390,Tabasco,35644,33432.0,2019,8
2391,Tamaulipas,12426,12321.0,2019,8
2392,Veracruz,196971,186711.0,2019,8
2393,Yucatan,170,130.0,2019,8
2394,Total,464786,451472.0,2019,8
2395,Campeche,11083,10930.0,2019,9
2396,Chiapas,98112,98112.0,2019,9
2397,Chihuahua,20,20.0,2019,9
2398,Guerrero,2629,2629.0,2019,9
2399,Hidalgo,22753,22753.0,2019,9
2400,Jalisco,921,921.0,2019,9
2401,Nayarit,1776,1756.0,2019,9
2402,Nuevo leon,390,390.0,2019,9
2403,Oaxaca,46326,46304.0,2019,9
2404,Puebla,17409,17409.0,2019,9
2405,Quintana roo,2672,2672.0,2019,9
2406,San luis potosi,13986,13788.0,2019,9
2407,Sinaloa,1499,1499.0,2019,9
2408,Tabasco,35644,33432.0,2019,9
2409,Tamaulipas,12426,12321.0,2019,9
2410,Veracruz,196971,188525.0,2019,9
2411,Yucatan,170,130.0,2019,9
2412,Total,464786,453591.0,2019,9
2413,Campeche,11083,10930.0,2019,12
2414,Chiapas,98112,98112.0,2019,12
2415,Chihuahua,20,20.0,2019,12
2416,Guerrero,2629,2629.0,2019,12
2417,Hidalgo,22753,22753.0,2019,12
2418,Jalisco,921,921.0,2019,12
2419,Nayarit,1776,1756.0,2019,12
2420,Nuevo leon,390,390.0,2019,12
2421,Oaxaca,46326,46304.0,2019,12
2422,Puebla,17409,17409.0,2019,12
2423,Quintana roo,2672,2672.0,2019,12
2424,San luis potosi,13986,13788.0,2019,12
2425,Sinaloa,1499,1499.0,2019,12
2426,Tabasco,35644,33432.0,2019,12
2427,Tamaulipas,12426,12321.0,2019,12
2428,Veracruz,196971,188525.0,2019,12
2429,Yucatan,170,130.0,2019,12
2430,Total,464786,453591.0,2019,12
2431,San luis potosi,9998,4612.0,2020,1
2432,Total,413589,4612.0,2020,1
2433,Campeche,11032,1726.0,2020,2
2434,Chiapas,99103,983.0,2020,2
2435,Guerrero,2812,214.0,2020,2
2436,Oaxaca,46194,2041.0,2020,2
2437,Quintana roo,2935,448.0,2020,2
2438,San luis potosi,9998,6860.0,2020,2
2439,Tabasco,34174,599.0,2020,2
2440,Veracruz,188495,5883.0,2020,2
2441,Yucatan,50,15.0,2020,2
2442,Total,455165,18768.0,2020,2
2443,Campeche,11032,3907.0,2020,3
2444,Chiapas,100374,7473.0,2020,3
2445,Guerrero,2834,365.0,2020,3
2446,Hidalgo,20608,136.0,2020,3
2447,Oaxaca,46194,7938.0,2020,3
2448,Quintana roo,2955,658.0,2020,3
2449,San luis potosi,9998,9559.0,2020,3
2450,Sinaloa,5730,921.0,2020,3
2451,Tabasco,38143,5008.0,2020,3
2452,Tamaulipas,18842,1522.0,2020,3
2453,Veracruz,189691,9362.0,2020,3
2454,Yucatan,50,50.0,2020,3
2455,Total,467497,46899.0,2020,3
2456,Campeche,11032,6500.0,2020,4
2457,Chiapas,100374,22753.0,2020,4
2458,Guerrero,2834,1121.0,2020,4
2459,Hidalgo,20608,14429.0,2020,4
2460,Nayarit,1932,531.0,2020,4
2461,Oaxaca,46194,24341.0,2020,4
2462,Quintana roo,2955,2083.0,2020,4
2463,San luis potosi,9998,9998.0,2020,4
2464,Sinaloa,5730,951.0,2020,4
2465,Tabasco,38143,20349.0,2020,4
2466,Tamaulipas,18842,12540.0,2020,4
2467,Veracruz,189691,46059.0,2020,4
2468,Yucatan,50,50.0,2020,4
2469,Total,467497,161706.0,2020,4
2470,Campeche,11032,10672.0,2020,5
2471,Chiapas,100374,79524.0,2020,5
2472,Chihuahua,26,26.0,2020,5
2473,Guerrero,2834,2834.0,2020,5
2474,Hidalgo,20608,16235.0,2020,5
2475,Jalisco,945,463.0,2020,5
2476,Nayarit,1932,966.0,2020,5
2477,Nuevo leon,75,75.0,2020,5
2478,Oaxaca,46194,44746.0,2020,5
2479,Puebla,18067,178.0,2020,5
2480,Quintana roo,2955,2110.0,2020,5
2481,San luis potosi,9998,9998.0,2020,5
2482,Sinaloa,5730,1396.0,2020,5
2483,Tabasco,38143,32011.0,2020,5
2484,Tamaulipas,18842,17835.0,2020,5
2485,Veracruz,189691,124182.0,2020,5
2486,Yucatan,50,50.0,2020,5
2487,Total,467497,343302.0,2020,5
2488,Campeche,11032,11020.0,2020,6
2489,Chiapas,100374,96846.0,2020,6
2490,Chihuahua,26,26.0,2020,6
2491,Guerrero,2834,2834.0,2020,6
2492,Hidalgo,20608,17918.0,2020,6
2493,Jalisco,945,945.0,2020,6
2494,Nayarit,1932,966.0,2020,6
2495,Nuevo leon,75,75.0,2020,6
2496,Oaxaca,46194,45501.0,2020,6
2497,Puebla,18067,3101.0,2020,6
2498,Quintana roo,2955,2450.0,2020,6
2499,San luis potosi,9998,9998.0,2020,6
2500,Sinaloa,5730,5294.0,2020,6
2501,Tabasco,38143,37402.0,2020,6
2502,Tamaulipas,18842,17930.0,2020,6
2503,Veracruz,189691,125497.0,2020,6
2504,Yucatan,50,50.0,2020,6
2505,Total,467497,377855.0,2020,6
2506,Campeche,11032,11020.0,2020,7
2507,Chiapas,100374,100374.0,2020,7
2508,Chihuahua,26,26.0,2020,7
2509,Guerrero,2834,2834.0,2020,7
2510,Hidalgo,20608,20608.0,2020,7
2511,Jalisco,945,945.0,2020,7
2512,Nayarit,1932,1246.0,2020,7
2513,Nuevo leon,75,75.0,2020,7
2514,Oaxaca,46194,45501.0,2020,7
2515,Puebla,18067,17782.0,2020,7
2516,Quintana roo,2955,2450.0,2020,7
2517,San luis potosi,9998,9998.0,2020,7
2518,Sinaloa,5730,5423.0,2020,7
2519,Tabasco,38143,37402.0,2020,7
2520,Tamaulipas,18842,18171.0,2020,7
2521,Veracruz,189691,185683.0,2020,7
2522,Yucatan,50,50.0,2020,7
2523,Total,467497,459590.0,2020,7
2524,Campeche,11032,11020.0,2020,8
2525,Chiapas,100374,100374.0,2020,8
2526,Chihuahua,26,26.0,2020,8
2527,Guerrero,2834,2834.0,2020,8
2528,Hidalgo,20608,20608.0,2020,8
2529,Jalisco,945,945.0,2020,8
2530,Nayarit,1932,1877.0,2020,8
2531,Nuevo leon,75,75.0,2020,8
2532,Oaxaca,46194,45501.0,2020,8
2533,Puebla,18067,18047.0,2020,8
2534,Quintana roo,2955,2450.0,2020,8
2535,San luis potosi,9998,9998.0,2020,8
2536,Sinaloa,5730,5644.0,2020,8
2537,Tabasco,38143,37402.0,2020,8
2538,Tamaulipas,18842,18171.0,2020,8
2539,Veracruz,189691,189525.0,2020,8
2540,Yucatan,50,50.0,2020,8
2541,Total,467497,464549.0,2020,8
2542,Campeche,11032,11020.0,2020,9
2543,Chiapas,100374,100374.0,2020,9
2544,Chihuahua,26,26.0,2020,9
2545,Guerrero,2834,2834.0,2020,9
2546,Hidalgo,20608,20608.0,2020,9
2547,Jalisco,945,945.0,2020,9
2548,Nayarit,1932,1927.0,2020,9
2549,Nuevo leon,75,75.0,2020,9
2550,Oaxaca,46194,45519.0,2020,9
2551,Puebla,18067,18067.0,2020,9
2552,Quintana roo,2955,2450.0,2020,9
2553,San luis potosi,9998,9998.0,2020,9
2554,Sinaloa,5730,5730.0,2020,9
2555,Tabasco,38143,37402.0,2020,9
2556,Tamaulipas,18842,18201.0,2020,9
2557,Veracruz,189691,189691.0,2020,9
2558,Yucatan,50,50.0,2020,9
2559,Total,467497,464919.0,2020,9
2560,Campeche,11032,11020.0,2020,12
2561,Chiapas,100374,100374.0,2020,12
2562,Chihuahua,26,26.0,2020,12
2563,Guerrero,2834,2834.0,2020,12
2564,Hidalgo,20608,20608.0,2020,12
2565,Jalisco,945,945.0,2020,12
2566,Nayarit,1932,1927.0,2020,12
2567,Nuevo leon,75,75.0,2020,12
2568,Oaxaca,46194,45519.0,2020,12
2569,Puebla,18067,18067.0,2020,12
2570,Quintana roo,2955,2450.0,2020,12
2571,San luis potosi,9998,9998.0,2020,12
2572,Sinaloa,5730,5730.0,2020,12
2573,Tabasco,38143,37402.0,2020,12
2574,Tamaulipas,18842,18201.0,2020,12
2575,Veracruz,189691,189691.0,2020,12
2576,Yucatan,50,50.0,2020,12
2577,Total,467497,464919.0,2020,12
