,Estado,Año,Mes,SPI
12378,Mexico,1992,1,1.842142857
12379,Mexico,1992,2,0.947142857
12380,Mexico,1992,3,-0.687142857
12381,Mexico,1992,4,-0.469285714
12382,Mexico,1992,5,0.185
12383,Mexico,1992,6,-1.757857143
12384,Mexico,1992,7,-0.272857143
12385,Mexico,1992,8,-0.022857143
12386,Mexico,1992,9,-0.486428571
12387,Mexico,1992,10,-0.305
12388,Mexico,1992,11,0.406428571
12389,Mexico,1992,12,-0.416428571
12390,Mexico,1993,1,-0.539285714
12391,Mexico,1993,2,-0.335714286
12392,Mexico,1993,3,-0.477142857
12393,Mexico,1993,4,-0.540714286
12394,Mexico,1993,5,-1.572142857
12395,Mexico,1993,6,-0.012857143
12396,Mexico,1993,7,-0.484285714
12397,Mexico,1993,8,-0.575714286
12398,Mexico,1993,9,-0.027142857
12399,Mexico,1993,10,-1.062857143
12400,Mexico,1993,11,-0.295714286
12401,Mexico,1993,12,-1.261428571
12402,Mexico,1994,1,-0.09
12403,Mexico,1994,2,-0.638571429
12404,Mexico,1994,3,-0.507142857
12405,Mexico,1994,4,0.709285714
12406,Mexico,1994,5,-0.549285714
12407,Mexico,1994,6,0.166428571
12408,Mexico,1994,7,-0.493571429
12409,Mexico,1994,8,0.215
12410,Mexico,1994,9,-0.522857143
12411,Mexico,1994,10,0.149285714
12412,Mexico,1994,11,-0.842142857
12413,Mexico,1994,12,-0.380714286
12414,Mexico,1995,1,0.915
12415,Mexico,1995,2,0.477142857
12416,Mexico,1995,3,0.181428571
12417,Mexico,1995,4,-0.273571429
12418,Mexico,1995,5,-0.170714286
12419,Mexico,1995,6,0.234285714
12420,Mexico,1995,7,-0.212857143
12421,Mexico,1995,8,0.841428571
12422,Mexico,1995,9,-0.82
12423,Mexico,1995,10,-0.614285714
12424,Mexico,1995,11,1.265714286
12425,Mexico,1995,12,2.097857143
12426,Mexico,1996,1,-0.497142857
12427,Mexico,1996,2,-0.657142857
12428,Mexico,1996,3,-0.437857143
12429,Mexico,1996,4,-0.167857143
12430,Mexico,1996,5,-0.326428571
12431,Mexico,1996,6,-0.527857143
12432,Mexico,1996,7,-0.395
12433,Mexico,1996,8,-0.580714286
12434,Mexico,1996,9,0.161428571
12435,Mexico,1996,10,0.457142857
12436,Mexico,1996,11,-0.921428571
12437,Mexico,1996,12,0.905
12438,Mexico,1997,1,0.092857143
12439,Mexico,1997,2,-0.245
12440,Mexico,1997,3,1.316428571
12441,Mexico,1997,4,1.017142857
12442,Mexico,1997,5,0.337142857
12443,Mexico,1997,6,-0.220714286
12444,Mexico,1997,7,-0.031428571
12445,Mexico,1997,8,-0.797857143
12446,Mexico,1997,9,-0.410714286
12447,Mexico,1997,10,-0.091428571
12448,Mexico,1997,11,-0.256428571
12449,Mexico,1997,12,-0.074285714
12450,Mexico,1998,1,0.138571429
12451,Mexico,1998,2,-0.702857143
12452,Mexico,1998,3,-1.018571429
12453,Mexico,1998,4,-1.057857143
12454,Mexico,1998,5,-2.2
12455,Mexico,1998,6,-0.435714286
12456,Mexico,1998,7,-0.609285714
12457,Mexico,1998,8,0.247857143
12458,Mexico,1998,9,1.913571429
12459,Mexico,1998,10,0.539285714
12460,Mexico,1998,11,0.199285714
12461,Mexico,1998,12,-0.614285714
12462,Mexico,1999,1,-0.637142857
12463,Mexico,1999,2,-0.472857143
12464,Mexico,1999,3,0.063571429
12465,Mexico,1999,4,-0.707857143
12466,Mexico,1999,5,-1.167142857
12467,Mexico,1999,6,-0.793571429
12468,Mexico,1999,7,-0.148571429
12469,Mexico,1999,8,0.676428571
12470,Mexico,1999,9,-1.097142857
12471,Mexico,1999,10,-0.096428571
12472,Mexico,1999,11,-0.492857143
12473,Mexico,1999,12,-0.699285714
12474,Mexico,2000,1,-0.812857143
12475,Mexico,2000,2,-0.329285714
12476,Mexico,2000,3,-0.509285714
12477,Mexico,2000,4,-0.852142857
12478,Mexico,2000,5,0.65
12479,Mexico,2000,6,0.495714286
12480,Mexico,2000,7,-1.124285714
12481,Mexico,2000,8,-0.802857143
12482,Mexico,2000,9,-0.532142857
12483,Mexico,2000,10,-0.495714286
12484,Mexico,2000,11,-0.435714286
12485,Mexico,2000,12,-0.377142857
12486,Mexico,2001,1,-0.126428571
12487,Mexico,2001,2,-0.017142857
12488,Mexico,2001,3,-0.043571429
12489,Mexico,2001,4,0.229285714
12490,Mexico,2001,5,0.137857143
12491,Mexico,2001,6,0.203571429
12492,Mexico,2001,7,0.11
12493,Mexico,2001,8,0.142142857
12494,Mexico,2001,9,-0.335
12495,Mexico,2001,10,-0.683571429
12496,Mexico,2001,11,-0.323571429
12497,Mexico,2001,12,-0.401428571
12498,Mexico,2002,1,0.097142857
12499,Mexico,2002,2,-0.139285714
12500,Mexico,2002,3,-0.286428571
12501,Mexico,2002,4,0.02
12502,Mexico,2002,5,-1.187857143
12503,Mexico,2002,6,-0.935
12504,Mexico,2002,7,-0.56
12505,Mexico,2002,8,-0.723571429
12506,Mexico,2002,9,0.512857143
12507,Mexico,2002,10,0.284285714
12508,Mexico,2002,11,0.182857143
12509,Mexico,2002,12,-0.982142857
12510,Mexico,2003,1,-0.12
12511,Mexico,2003,2,-0.35
12512,Mexico,2003,3,-0.049285714
12513,Mexico,2003,4,-0.128571429
12514,Mexico,2003,5,-0.815
12515,Mexico,2003,6,0.798571429
12516,Mexico,2003,7,-0.4
12517,Mexico,2003,8,-0.242857143
12518,Mexico,2003,9,0.264285714
12519,Mexico,2003,10,-0.016428571
12520,Mexico,2003,11,0.255
12521,Mexico,2003,12,-0.625
12522,Mexico,2004,1,0.622142857
12523,Mexico,2004,2,-0.746428571
12524,Mexico,2004,3,1.196428571
12525,Mexico,2004,4,0.125
12526,Mexico,2004,5,0.42
12527,Mexico,2004,6,0.830714286
12528,Mexico,2004,7,-0.34
12529,Mexico,2004,8,0.116428571
12530,Mexico,2004,9,0.444285714
12531,Mexico,2004,10,0.558571429
12532,Mexico,2004,11,-0.067857143
12533,Mexico,2004,12,-0.614285714
12534,Mexico,2005,1,0.044285714
12535,Mexico,2005,2,-0.115714286
12536,Mexico,2005,3,-0.285
12537,Mexico,2005,4,-0.448571429
12538,Mexico,2005,5,-1.055714286
12539,Mexico,2005,6,-1.18
12540,Mexico,2005,7,0.105714286
12541,Mexico,2005,8,0.210714286
12542,Mexico,2005,9,-0.719285714
12543,Mexico,2005,10,0.252857143
12544,Mexico,2005,11,-0.37
12545,Mexico,2005,12,-0.463571429
12546,Mexico,2006,1,0.109285714
12547,Mexico,2006,2,-0.340714286
12548,Mexico,2006,3,0.079285714
12549,Mexico,2006,4,0.599285714
12550,Mexico,2006,5,1.02
12551,Mexico,2006,6,-0.909285714
12552,Mexico,2006,7,0.22
12553,Mexico,2006,8,1.103571429
12554,Mexico,2006,9,0.37
12555,Mexico,2006,10,0.719285714
12556,Mexico,2006,11,1.380714286
12557,Mexico,2006,12,-0.225
12558,Mexico,2007,1,0.019285714
12559,Mexico,2007,2,0.991428571
12560,Mexico,2007,3,0.610714286
12561,Mexico,2007,4,0.212857143
12562,Mexico,2007,5,0.327857143
12563,Mexico,2007,6,-0.371428571
12564,Mexico,2007,7,0.668571429
12565,Mexico,2007,8,0.024285714
12566,Mexico,2007,9,-0.1
12567,Mexico,2007,10,0.193571429
12568,Mexico,2007,11,-0.520714286
12569,Mexico,2007,12,-0.408571429
12570,Mexico,2008,1,-0.565714286
12571,Mexico,2008,2,-0.247142857
12572,Mexico,2008,3,-0.194285714
12573,Mexico,2008,4,0.820714286
12574,Mexico,2008,5,-0.728571429
12575,Mexico,2008,6,0.777857143
12576,Mexico,2008,7,0.098571429
12577,Mexico,2008,8,0.326428571
12578,Mexico,2008,9,-0.250714286
12579,Mexico,2008,10,-0.5
12580,Mexico,2008,11,-1.105714286
12581,Mexico,2008,12,-0.989285714
12582,Mexico,2009,1,0.654285714
12583,Mexico,2009,2,0.285714286
12584,Mexico,2009,3,0.345714286
12585,Mexico,2009,4,-0.762857143
12586,Mexico,2009,5,0.516428571
12587,Mexico,2009,6,-0.157142857
12588,Mexico,2009,7,-0.916428571
12589,Mexico,2009,8,-0.022142857
12590,Mexico,2009,9,1.662142857
12591,Mexico,2009,10,0.664285714
12592,Mexico,2009,11,-0.957142857
12593,Mexico,2009,12,-0.469285714
12594,Mexico,2010,1,0.886428571
12595,Mexico,2010,2,2.177857143
12596,Mexico,2010,3,-0.928571429
12597,Mexico,2010,4,-0.849285714
12598,Mexico,2010,5,-0.994285714
12599,Mexico,2010,6,-1.135
12600,Mexico,2010,7,0.887857143
12601,Mexico,2010,8,-0.547857143
12602,Mexico,2010,9,-0.550714286
12603,Mexico,2010,10,-1.935714286
12604,Mexico,2010,11,-0.745714286
12605,Mexico,2010,12,-0.752142857
12606,Mexico,2011,1,-0.532857143
12607,Mexico,2011,2,-0.511428571
12608,Mexico,2011,3,-0.752142857
12609,Mexico,2011,4,0.178571429
12610,Mexico,2011,5,-0.993571429
12611,Mexico,2011,6,-0.280714286
12612,Mexico,2011,7,0.787857143
12613,Mexico,2011,8,-0.135714286
12614,Mexico,2011,9,-1.14
12615,Mexico,2011,10,-0.030714286
12616,Mexico,2011,11,0.226428571
12617,Mexico,2011,12,-0.610714286
12618,Mexico,2012,1,-0.080714286
12619,Mexico,2012,2,1.329285714
12620,Mexico,2012,3,0.246428571
12621,Mexico,2012,4,-0.459285714
12622,Mexico,2012,5,-0.992142857
12623,Mexico,2012,6,0.170714286
12624,Mexico,2012,7,-0.081428571
12625,Mexico,2012,8,-0.410714286
12626,Mexico,2012,9,-0.773571429
12627,Mexico,2012,10,-1.324285714
12628,Mexico,2012,11,-0.350714286
12629,Mexico,2012,12,-0.707142857
12630,Mexico,2013,1,-0.461428571
12631,Mexico,2013,2,-0.732857143
12632,Mexico,2013,3,-0.887857143
12633,Mexico,2013,4,-0.55
12634,Mexico,2013,5,-0.011428571
12635,Mexico,2013,6,-0.421428571
12636,Mexico,2013,7,0.299285714
12637,Mexico,2013,8,-0.435714286
12638,Mexico,2013,9,1.497857143
12639,Mexico,2013,10,0.22
12640,Mexico,2013,11,0.933571429
12641,Mexico,2013,12,-0.395
12642,Mexico,2014,1,-0.207142857
12643,Mexico,2014,2,-0.334285714
12644,Mexico,2014,3,-0.205
12645,Mexico,2014,4,0.198571429
12646,Mexico,2014,5,0.989285714
12647,Mexico,2014,6,1.454285714
12648,Mexico,2014,7,0.032857143
12649,Mexico,2014,8,-0.100714286
12650,Mexico,2014,9,0.124285714
12651,Mexico,2014,10,1.012857143
12652,Mexico,2014,11,0.15
12653,Mexico,2014,12,0.584285714
12654,Mexico,2015,1,-0.348571429
12655,Mexico,2015,2,0.435
12656,Mexico,2015,3,2.153571429
12657,Mexico,2015,4,-0.174285714
12658,Mexico,2015,5,1.400714286
12659,Mexico,2015,6,-0.098571429
12660,Mexico,2015,7,0.076428571
12661,Mexico,2015,8,-0.859285714
12662,Mexico,2015,9,0.782857143
12663,Mexico,2015,10,-0.31
12664,Mexico,2015,11,0.537142857
12665,Mexico,2015,12,0.380714286
12666,Mexico,2016,1,0.257142857
12667,Mexico,2016,2,0.125714286
12668,Mexico,2016,3,0.197142857
12669,Mexico,2016,4,0.02
12670,Mexico,2016,5,1.075
12671,Mexico,2016,6,0.677857143
12672,Mexico,2016,7,0.402857143
12673,Mexico,2016,8,0.290714286
12674,Mexico,2016,9,-0.307857143
12675,Mexico,2016,10,-0.804285714
12676,Mexico,2016,11,1.546428571
12677,Mexico,2016,12,-0.692142857
12678,Mexico,2017,1,-0.544285714
12679,Mexico,2017,2,-0.337857143
12680,Mexico,2017,3,0.779285714
12681,Mexico,2017,4,-0.207857143
12682,Mexico,2017,5,0.304285714
12683,Mexico,2017,6,-0.597857143
12684,Mexico,2017,7,0.057857143
12685,Mexico,2017,8,0.795714286
12686,Mexico,2017,9,0.368571429
12687,Mexico,2017,10,-0.633571429
12688,Mexico,2017,11,-0.82
12689,Mexico,2017,12,-1.057142857
12690,Mexico,2018,1,0.271428571
12691,Mexico,2018,2,0.532142857
12692,Mexico,2018,3,-0.101428571
12693,Mexico,2018,4,0.834285714
12694,Mexico,2018,5,0.051428571
12695,Mexico,2018,6,1.155714286
12696,Mexico,2018,7,-0.898571429
12697,Mexico,2018,8,0.862857143
12698,Mexico,2018,9,0.6
12699,Mexico,2018,10,0.802142857
12700,Mexico,2018,11,1.601428571
12701,Mexico,2018,12,-0.689285714
12702,Mexico,2019,1,-0.117142857
12703,Mexico,2019,2,0.267857143
12704,Mexico,2019,3,0.078571429
12705,Mexico,2019,4,-0.593571429
12706,Mexico,2019,5,-1.265714286
12707,Mexico,2019,6,-0.075
12708,Mexico,2019,7,0.222857143
12709,Mexico,2019,8,-0.397857143
12710,Mexico,2019,9,-0.185714286
12711,Mexico,2019,10,1.232857143
12712,Mexico,2019,11,0.634285714
12713,Mexico,2019,12,-1.057142857
12714,Mexico,2020,1,0.095714286
12715,Mexico,2020,2,0.081428571
12716,Mexico,2020,3,0.422857143
12717,Mexico,2020,4,0.44
12718,Mexico,2020,5,-0.503571429
12719,Mexico,2020,6,-0.866428571
12720,Mexico,2020,7,0.179285714
12721,Mexico,2020,8,0.095714286
12722,Mexico,2020,9,-0.380714286
12723,Mexico,2020,10,-0.916428571
12724,Mexico,2020,11,-0.841428571
12725,Mexico,2020,12,-0.591428571
12726,Mexico,2021,1,-0.182142857
12727,Mexico,2021,2,-0.484285714
12728,Mexico,2021,3,0.165
12729,Mexico,2021,4,0.338571429
12730,Mexico,2021,5,0.037857143
12731,Mexico,2021,6,0.39
12732,Mexico,2021,7,-0.467857143
12733,Mexico,2021,8,-0.135714286
12734,Mexico,2021,9,0.916428571
12735,Mexico City,1951,1,-2
12736,Mexico City,1951,2,-2
12737,Mexico City,1951,3,-2
12738,Mexico City,1951,4,-2
12739,Mexico City,1951,5,-2
12740,Mexico City,1951,6,-2
12741,Mexico City,1951,7,-2
12742,Mexico City,1951,8,-2
12743,Mexico City,1951,9,-2
12744,Mexico City,1951,10,-2
12745,Mexico City,1951,11,-2
12746,Mexico City,1951,12,-2
12747,Mexico City,1952,1,-0.96
12748,Mexico City,1952,2,-1
12749,Mexico City,1952,3,-1.36
12750,Mexico City,1952,4,-1.675
12751,Mexico City,1952,5,-0.475
12752,Mexico City,1952,6,-0.415
12753,Mexico City,1952,7,-0.955
12754,Mexico City,1952,8,-1.3
12755,Mexico City,1952,9,-0.875
12756,Mexico City,1952,10,-1.975
12757,Mexico City,1952,11,0.75
12758,Mexico City,1952,12,-0.98
12759,Mexico City,1953,1,-1.17
12760,Mexico City,1953,2,-1.16
12761,Mexico City,1953,3,-0.945
12762,Mexico City,1953,4,-1.155
12763,Mexico City,1953,5,-1.57
12764,Mexico City,1953,6,-1.285
12765,Mexico City,1953,7,-1.005
12766,Mexico City,1953,8,0.6
12767,Mexico City,1953,9,-0.615
12768,Mexico City,1953,10,0.975
12769,Mexico City,1953,11,1.23
12770,Mexico City,1953,12,0.085
12771,Mexico City,1954,1,-0.415
12772,Mexico City,1954,2,0.06
12773,Mexico City,1954,3,-0.22
12774,Mexico City,1954,4,0.525
12775,Mexico City,1954,5,0.965
12776,Mexico City,1954,6,0.32
12777,Mexico City,1954,7,-1.035
12778,Mexico City,1954,8,-0.78
12779,Mexico City,1954,9,0.15
12780,Mexico City,1954,10,1.235
12781,Mexico City,1954,11,0.52
12782,Mexico City,1954,12,-0.175
12783,Mexico City,1955,1,0.48
12784,Mexico City,1955,2,-0.525
12785,Mexico City,1955,3,-0.645
12786,Mexico City,1955,4,-1.445
12787,Mexico City,1955,5,-1.065
12788,Mexico City,1955,6,-0.955
12789,Mexico City,1955,7,0.215
12790,Mexico City,1955,8,0.895
12791,Mexico City,1955,9,1.03
12792,Mexico City,1955,10,0.055
12793,Mexico City,1955,11,0.475
12794,Mexico City,1955,12,0.445
12795,Mexico City,1956,1,-0.415
12796,Mexico City,1956,2,-0.435
12797,Mexico City,1956,3,-0.575
12798,Mexico City,1956,4,0.535
12799,Mexico City,1956,5,1.42
12800,Mexico City,1956,6,-0.17
12801,Mexico City,1956,7,0.1
12802,Mexico City,1956,8,0.335
12803,Mexico City,1956,9,-0.615
12804,Mexico City,1956,10,-1.135
12805,Mexico City,1956,11,0.4
12806,Mexico City,1956,12,-0.09
12807,Mexico City,1957,1,-0.415
12808,Mexico City,1957,2,0.175
12809,Mexico City,1957,3,-0.645
12810,Mexico City,1957,4,0.785
12811,Mexico City,1957,5,-0.005
12812,Mexico City,1957,6,-0.23
12813,Mexico City,1957,7,-0.535
12814,Mexico City,1957,8,-1.11
12815,Mexico City,1957,9,-0.635
12816,Mexico City,1957,10,0.01
12817,Mexico City,1957,11,0.185
12818,Mexico City,1957,12,0.54
12819,Mexico City,1958,1,2.835
12820,Mexico City,1958,2,-0.145
12821,Mexico City,1958,3,-0.87
12822,Mexico City,1958,4,-0.62
12823,Mexico City,1958,5,1.51
12824,Mexico City,1958,6,0.135
12825,Mexico City,1958,7,0.59
12826,Mexico City,1958,8,0.085
12827,Mexico City,1958,9,0.6
12828,Mexico City,1958,10,0.68
12829,Mexico City,1958,11,2.645
12830,Mexico City,1958,12,1.54
12831,Mexico City,1959,1,-0.105
12832,Mexico City,1959,2,0.245
12833,Mexico City,1959,3,-0.735
12834,Mexico City,1959,4,1.3
12835,Mexico City,1959,5,-0.13
12836,Mexico City,1959,6,0.43
12837,Mexico City,1959,7,0.53
12838,Mexico City,1959,8,0.01
12839,Mexico City,1959,9,-1.17
12840,Mexico City,1959,10,1.77
12841,Mexico City,1959,11,-0.835
12842,Mexico City,1959,12,-0.035
12843,Mexico City,1960,1,-0.085
12844,Mexico City,1960,2,-0.525
12845,Mexico City,1960,3,-0.51
12846,Mexico City,1960,4,-0.92
12847,Mexico City,1960,5,-1.035
12848,Mexico City,1960,6,-1.25
12849,Mexico City,1960,7,-0.27
12850,Mexico City,1960,8,0.2
12851,Mexico City,1960,9,0.545
12852,Mexico City,1960,10,0.585
12853,Mexico City,1960,11,-0.575
12854,Mexico City,1960,12,0.62
12855,Mexico City,1961,1,0.87
12856,Mexico City,1961,2,-0.405
12857,Mexico City,1961,3,-0.23
12858,Mexico City,1961,4,0.015
12859,Mexico City,1961,5,-0.42
12860,Mexico City,1961,6,0.9
12861,Mexico City,1961,7,-0.22
12862,Mexico City,1961,8,0.175
12863,Mexico City,1961,9,-0.845
12864,Mexico City,1961,10,-0.58
12865,Mexico City,1961,11,0.475
12866,Mexico City,1961,12,0.655
12867,Mexico City,1962,1,-0.415
12868,Mexico City,1962,2,-0.245
12869,Mexico City,1962,3,-0.44
12870,Mexico City,1962,4,2.13
12871,Mexico City,1962,5,-0.195
12872,Mexico City,1962,6,0.36
12873,Mexico City,1962,7,-0.965
12874,Mexico City,1962,8,0.01
12875,Mexico City,1962,9,0.63
12876,Mexico City,1962,10,0.1
12877,Mexico City,1962,11,-0.565
12878,Mexico City,1962,12,0.58
12879,Mexico City,1963,1,-0.415
12880,Mexico City,1963,2,-0.525
12881,Mexico City,1963,3,0.855
12882,Mexico City,1963,4,-0.335
12883,Mexico City,1963,5,-0.015
12884,Mexico City,1963,6,-0.31
12885,Mexico City,1963,7,0.45
12886,Mexico City,1963,8,0.475
12887,Mexico City,1963,9,0.67
12888,Mexico City,1963,10,0.385
12889,Mexico City,1963,11,-0.075
12890,Mexico City,1963,12,0.745
12891,Mexico City,1964,1,1.435
12892,Mexico City,1964,2,-0.525
12893,Mexico City,1964,3,0.115
12894,Mexico City,1964,4,-0.41
12895,Mexico City,1964,5,1.59
12896,Mexico City,1964,6,0.26
12897,Mexico City,1964,7,-0.53
12898,Mexico City,1964,8,-0.545
12899,Mexico City,1964,9,0.225
12900,Mexico City,1964,10,-0.48
12901,Mexico City,1964,11,0.3
12902,Mexico City,1964,12,1.135
12903,Mexico City,1965,1,0.14
12904,Mexico City,1965,2,1.125
12905,Mexico City,1965,3,0.095
12906,Mexico City,1965,4,0.585
12907,Mexico City,1965,5,0.095
12908,Mexico City,1965,6,-0.035
12909,Mexico City,1965,7,0.405
12910,Mexico City,1965,8,0.815
12911,Mexico City,1965,9,0.415
12912,Mexico City,1965,10,0.63
12913,Mexico City,1965,11,-0.63
12914,Mexico City,1965,12,0.59
12915,Mexico City,1966,1,0.86
12916,Mexico City,1966,2,-0.225
12917,Mexico City,1966,3,2.405
12918,Mexico City,1966,4,0.91
12919,Mexico City,1966,5,-0.22
12920,Mexico City,1966,6,-0.59
12921,Mexico City,1966,7,0.43
12922,Mexico City,1966,8,0.19
12923,Mexico City,1966,9,0.2
12924,Mexico City,1966,10,-0.33
12925,Mexico City,1966,11,-0.97
12926,Mexico City,1966,12,0.425
12927,Mexico City,1967,1,2.22
12928,Mexico City,1967,2,-0.525
12929,Mexico City,1967,3,0.055
12930,Mexico City,1967,4,-0.73
12931,Mexico City,1967,5,1.155
12932,Mexico City,1967,6,-0.43
12933,Mexico City,1967,7,-0.285
12934,Mexico City,1967,8,0.94
12935,Mexico City,1967,9,0.84
12936,Mexico City,1967,10,0.185
12937,Mexico City,1967,11,-0.595
12938,Mexico City,1967,12,0.225
12939,Mexico City,1968,1,0.36
12940,Mexico City,1968,2,0.705
12941,Mexico City,1968,3,-0.795
12942,Mexico City,1968,4,1.525
12943,Mexico City,1968,5,-0.32
12944,Mexico City,1968,6,1.015
12945,Mexico City,1968,7,0.575
12946,Mexico City,1968,8,-0.455
12947,Mexico City,1968,9,0.235
12948,Mexico City,1968,10,-0.51
12949,Mexico City,1968,11,-0.47
12950,Mexico City,1968,12,2.005
12951,Mexico City,1969,1,0.585
12952,Mexico City,1969,2,-0.065
12953,Mexico City,1969,3,-0.99
12954,Mexico City,1969,4,-0.455
12955,Mexico City,1969,5,-0.71
12956,Mexico City,1969,6,-1.06
12957,Mexico City,1969,7,0.215
12958,Mexico City,1969,8,2.35
12959,Mexico City,1969,9,-0.28
12960,Mexico City,1969,10,-0.09
12961,Mexico City,1969,11,-0.815
12962,Mexico City,1969,12,-0.175
12963,Mexico City,1970,1,-0.195
12964,Mexico City,1970,2,0.45
12965,Mexico City,1970,3,-0.77
12966,Mexico City,1970,4,-0.98
12967,Mexico City,1970,5,-0.565
12968,Mexico City,1970,6,0.31
12969,Mexico City,1970,7,0.495
12970,Mexico City,1970,8,-0.46
12971,Mexico City,1970,9,0.385
12972,Mexico City,1970,10,-0.74
12973,Mexico City,1970,11,-0.465
12974,Mexico City,1970,12,-0.175
12975,Mexico City,1971,1,-0.27
12976,Mexico City,1971,2,-0.525
12977,Mexico City,1971,3,0.94
12978,Mexico City,1971,4,-0.285
12979,Mexico City,1971,5,-0.43
12980,Mexico City,1971,6,-0.215
12981,Mexico City,1971,7,0.045
12982,Mexico City,1971,8,0.23
12983,Mexico City,1971,9,0.455
12984,Mexico City,1971,10,1.43
12985,Mexico City,1971,11,0.22
12986,Mexico City,1971,12,0.64
12987,Mexico City,1972,1,-0.22
12988,Mexico City,1972,2,-0.175
12989,Mexico City,1972,3,0.225
12990,Mexico City,1972,4,0.645
12991,Mexico City,1972,5,1.365
12992,Mexico City,1972,6,-0.065
12993,Mexico City,1972,7,-0.07
12994,Mexico City,1972,8,-0.405
12995,Mexico City,1972,9,0.085
12996,Mexico City,1972,10,-0.375
12997,Mexico City,1972,11,0.455
12998,Mexico City,1972,12,0.025
12999,Mexico City,1973,1,-0.415
13000,Mexico City,1973,2,0.43
13001,Mexico City,1973,3,-0.87
13002,Mexico City,1973,4,-0.065
13003,Mexico City,1973,5,-0.04
13004,Mexico City,1973,6,-0.02
13005,Mexico City,1973,7,1.205
13006,Mexico City,1973,8,1.125
13007,Mexico City,1973,9,-0.2
13008,Mexico City,1973,10,-0.4
13009,Mexico City,1973,11,1.465
13010,Mexico City,1973,12,-0.16
13011,Mexico City,1974,1,0.26
13012,Mexico City,1974,2,0.455
13013,Mexico City,1974,3,0.375
13014,Mexico City,1974,4,1.14
13015,Mexico City,1974,5,0.015
13016,Mexico City,1974,6,0.475
13017,Mexico City,1974,7,0.895
13018,Mexico City,1974,8,-0.955
13019,Mexico City,1974,9,0.075
13020,Mexico City,1974,10,-0.39
13021,Mexico City,1974,11,-0.38
13022,Mexico City,1974,12,-0.175
13023,Mexico City,1975,1,1.53
13024,Mexico City,1975,2,-2
13025,Mexico City,1975,3,0.015
13026,Mexico City,1975,4,0
13027,Mexico City,1975,5,0.975
13028,Mexico City,1975,6,0.17
13029,Mexico City,1975,7,-0.59
13030,Mexico City,1975,8,0.035
13031,Mexico City,1975,9,-0.355
13032,Mexico City,1975,10,0.025
13033,Mexico City,1975,11,-0.97
13034,Mexico City,1975,12,-0.175
13035,Mexico City,1976,1,-0.39
13036,Mexico City,1976,2,0.46
13037,Mexico City,1976,3,0.58
13038,Mexico City,1976,4,0.15
13039,Mexico City,1976,5,0.035
13040,Mexico City,1976,6,-1.065
13041,Mexico City,1976,7,-0.15
13042,Mexico City,1976,8,0.965
13043,Mexico City,1976,9,0.55
13044,Mexico City,1976,10,1.21
13045,Mexico City,1976,11,0.29
13046,Mexico City,1976,12,1.925
13047,Mexico City,1977,1,0.13
13048,Mexico City,1977,2,0.125
13049,Mexico City,1977,3,-0.87
13050,Mexico City,1977,4,-0.45
13051,Mexico City,1977,5,0.755
13052,Mexico City,1977,6,0.06
13053,Mexico City,1977,7,0.235
13054,Mexico City,1977,8,-1.355
13055,Mexico City,1977,9,0.715
13056,Mexico City,1977,10,0.305
13057,Mexico City,1977,11,-0.105
13058,Mexico City,1977,12,0.155
13059,Mexico City,1978,1,0.27
13060,Mexico City,1978,2,0.795
13061,Mexico City,1978,3,2.075
13062,Mexico City,1978,4,-1.265
13063,Mexico City,1978,5,-0.61
13064,Mexico City,1978,6,0.66
13065,Mexico City,1978,7,0.08
13066,Mexico City,1978,8,-1.59
13067,Mexico City,1978,9,-0.68
13068,Mexico City,1978,10,0.85
13069,Mexico City,1978,11,0.66
13070,Mexico City,1978,12,0.815
13071,Mexico City,1979,1,-0.415
13072,Mexico City,1979,2,1.35
13073,Mexico City,1979,3,-0.06
13074,Mexico City,1979,4,0.06
13075,Mexico City,1979,5,0.665
13076,Mexico City,1979,6,-0.28
13077,Mexico City,1979,7,-0.075
13078,Mexico City,1979,8,0.73
13079,Mexico City,1979,9,-0.22
13080,Mexico City,1979,10,-1.83
13081,Mexico City,1979,11,-0.665
13082,Mexico City,1979,12,1.37
13083,Mexico City,1980,1,1.755
13084,Mexico City,1980,2,0.195
13085,Mexico City,1980,3,-0.595
13086,Mexico City,1980,4,0.695
13087,Mexico City,1980,5,0.42
13088,Mexico City,1980,6,-1.29
13089,Mexico City,1980,7,-0.81
13090,Mexico City,1980,8,1.025
13091,Mexico City,1980,9,0.14
13092,Mexico City,1980,10,0.125
13093,Mexico City,1980,11,0.17
13094,Mexico City,1980,12,-0.175
13095,Mexico City,1981,1,-0.465
13096,Mexico City,1981,2,1.09
13097,Mexico City,1981,3,-0.005
13098,Mexico City,1981,4,1.245
13099,Mexico City,1981,5,-0.225
13100,Mexico City,1981,6,0.97
13101,Mexico City,1981,7,0.275
13102,Mexico City,1981,8,-0.1
13103,Mexico City,1981,9,0.015
13104,Mexico City,1981,10,0.225
13105,Mexico City,1981,11,-0.34
13106,Mexico City,1981,12,0.12
13107,Mexico City,1982,1,-0.415
13108,Mexico City,1982,2,0.445
13109,Mexico City,1982,3,0.68
13110,Mexico City,1982,4,-0.125
13111,Mexico City,1982,5,0.905
13112,Mexico City,1982,6,0.02
13113,Mexico City,1982,7,0.18
13114,Mexico City,1982,8,-0.8
13115,Mexico City,1982,9,-2.21
13116,Mexico City,1982,10,-0.095
13117,Mexico City,1982,11,-0.38
13118,Mexico City,1982,12,0.275
13119,Mexico City,1983,1,0.77
