,Estado,Año,Mes,SPI
7198,Colima,1984,11,0.054
7199,Colima,1984,12,0.986
7200,Colima,1985,1,0.29
7201,Colima,1985,2,0.404
7202,Colima,1985,3,0.982
7203,Colima,1985,4,1.382
7204,Colima,1985,5,0.192
7205,Colima,1985,6,-0.286
7206,Colima,1985,7,0.424
7207,Colima,1985,8,-0.632
7208,Colima,1985,9,-0.544
7209,Colima,1985,10,-0.22
7210,Colima,1985,11,0.024
7211,Colima,1985,12,0.006
7212,Colima,1986,1,-0.442
7213,Colima,1986,2,0.128
7214,Colima,1986,3,0.328
7215,Colima,1986,4,0.702
7216,Colima,1986,5,-0.346
7217,Colima,1986,6,-0.738
7218,Colima,1986,7,-0.578
7219,Colima,1986,8,-0.738
7220,Colima,1986,9,-0.832
7221,Colima,1986,10,0.062
7222,Colima,1986,11,-0.704
7223,Colima,1986,12,-0.566
7224,Colima,1987,1,0.388
7225,Colima,1987,2,0.652
7226,Colima,1987,3,0.94
7227,Colima,1987,4,1.382
7228,Colima,1987,5,0.108
7229,Colima,1987,6,-0.52
7230,Colima,1987,7,0.928
7231,Colima,1987,8,-1.416
7232,Colima,1987,9,-0.582
7233,Colima,1987,10,-0.664
7234,Colima,1987,11,-0.108
7235,Colima,1987,12,0.07
7236,Colima,1988,1,-0.016
7237,Colima,1988,2,0.404
7238,Colima,1988,3,0.486
7239,Colima,1988,4,1.382
7240,Colima,1988,5,0.096
7241,Colima,1988,6,0.144
7242,Colima,1988,7,-0.132
7243,Colima,1988,8,0.326
7244,Colima,1988,9,-0.184
7245,Colima,1988,10,-1.504
7246,Colima,1988,11,-0.526
7247,Colima,1988,12,-0.356
7248,Colima,1989,1,-0.28
7249,Colima,1989,2,-0.028
7250,Colima,1989,3,0.37
7251,Colima,1989,4,0.768
7252,Colima,1989,5,-0.292
7253,Colima,1989,6,-0.4
7254,Colima,1989,7,0.454
7255,Colima,1989,8,-0.23
7256,Colima,1989,9,-0.03
7257,Colima,1989,10,-0.51
7258,Colima,1989,11,0.172
7259,Colima,1989,12,1.636
7260,Colima,1990,1,0.102
7261,Colima,1990,2,0.2
7262,Colima,1990,3,0.356
7263,Colima,1990,4,1.532
7264,Colima,1990,5,0.428
7265,Colima,1990,6,-0.098
7266,Colima,1990,7,-0.674
7267,Colima,1990,8,0.41
7268,Colima,1990,9,-0.51
7269,Colima,1990,10,-0.486
7270,Colima,1990,11,-0.414
7271,Colima,1990,12,-0.254
7272,Colima,1991,1,-0.022
7273,Colima,1991,2,0.404
7274,Colima,1991,3,0.356
7275,Colima,1991,4,0.73
7276,Colima,1991,5,-0.26
7277,Colima,1991,6,-1.226
7278,Colima,1991,7,-0.432
7279,Colima,1991,8,-1.168
7280,Colima,1991,9,-1.184
7281,Colima,1991,10,-0.834
7282,Colima,1991,11,-0.024
7283,Colima,1991,12,-0.068
7284,Colima,1992,1,1.67
7285,Colima,1992,2,0.364
7286,Colima,1992,3,0.356
7287,Colima,1992,4,0.74
7288,Colima,1992,5,-0.202
7289,Colima,1992,6,-1.256
7290,Colima,1992,7,-0.538
7291,Colima,1992,8,-1.01
7292,Colima,1992,9,-0.61
7293,Colima,1992,10,0.344
7294,Colima,1992,11,-0.302
7295,Colima,1992,12,0.164
7296,Colima,1993,1,0.008
7297,Colima,1993,2,-0.066
7298,Colima,1993,3,0.356
7299,Colima,1993,4,0.73
7300,Colima,1993,5,-0.26
7301,Colima,1993,6,0.354
7302,Colima,1993,7,0.502
7303,Colima,1993,8,0.404
7304,Colima,1993,9,-0.67
7305,Colima,1993,10,-0.23
7306,Colima,1993,11,-0.21
7307,Colima,1993,12,-0.358
7308,Colima,1994,1,-0.444
7309,Colima,1994,2,-0.066
7310,Colima,1994,3,0.356
7311,Colima,1994,4,0.73
7312,Colima,1994,5,-0.208
7313,Colima,1994,6,-0.232
7314,Colima,1994,7,-1.274
7315,Colima,1994,8,-0.29
7316,Colima,1994,9,-0.984
7317,Colima,1994,10,0.85
7318,Colima,1994,11,0.1
7319,Colima,1994,12,0.006
7320,Colima,1995,1,-0.022
7321,Colima,1995,2,0.416
7322,Colima,1995,3,0.94
7323,Colima,1995,4,1.382
7324,Colima,1995,5,0.338
7325,Colima,1995,6,0.39
7326,Colima,1995,7,-0.664
7327,Colima,1995,8,0.882
7328,Colima,1995,9,-0.67
7329,Colima,1995,10,-1.018
7330,Colima,1995,11,0.096
7331,Colima,1995,12,0.512
7332,Colima,1996,1,-0.022
7333,Colima,1996,2,0.416
7334,Colima,1996,3,0.94
7335,Colima,1996,4,1.382
7336,Colima,1996,5,0.558
7337,Colima,1996,6,0.714
7338,Colima,1996,7,0.356
7339,Colima,1996,8,0.612
7340,Colima,1996,9,-1.42
7341,Colima,1996,10,0.888
7342,Colima,1996,11,0.17
7343,Colima,1996,12,0.024
7344,Colima,1997,1,0.042
7345,Colima,1997,2,0.404
7346,Colima,1997,3,1.194
7347,Colima,1997,4,1.552
7348,Colima,1997,5,0.578
7349,Colima,1997,6,-0.504
7350,Colima,1997,7,0.094
7351,Colima,1997,8,-0.612
7352,Colima,1997,9,-0.876
7353,Colima,1997,10,0.43
7354,Colima,1997,11,1.082
7355,Colima,1997,12,0.57
7356,Colima,1998,1,0.006
7357,Colima,1998,2,0.404
7358,Colima,1998,3,0.94
7359,Colima,1998,4,1.382
7360,Colima,1998,5,0.148
7361,Colima,1998,6,-0.028
7362,Colima,1998,7,-0.216
7363,Colima,1998,8,0.198
7364,Colima,1998,9,1.602
7365,Colima,1998,10,0.126
7366,Colima,1998,11,0.096
7367,Colima,1998,12,0.006
7368,Colima,1999,1,-0.022
7369,Colima,1999,2,0.464
7370,Colima,1999,3,0.94
7371,Colima,1999,4,1.476
7372,Colima,1999,5,0.35
7373,Colima,1999,6,1.23
7374,Colima,1999,7,-0.444
7375,Colima,1999,8,-0.156
7376,Colima,1999,9,1.58
7377,Colima,1999,10,-0.598
7378,Colima,1999,11,-0.102
7379,Colima,1999,12,0.006
7380,Colima,2000,1,-0.022
7381,Colima,2000,2,0.404
7382,Colima,2000,3,0.94
7383,Colima,2000,4,1.382
7384,Colima,2000,5,1.212
7385,Colima,2000,6,0.612
7386,Colima,2000,7,-0.884
7387,Colima,2000,8,-0.942
7388,Colima,2000,9,0.33
7389,Colima,2000,10,-0.484
7390,Colima,2000,11,0.044
7391,Colima,2000,12,0.512
7392,Colima,2001,1,0.08
7393,Colima,2001,2,0.404
7394,Colima,2001,3,1.39
7395,Colima,2001,4,1.382
7396,Colima,2001,5,0.308
7397,Colima,2001,6,-0.366
7398,Colima,2001,7,0.332
7399,Colima,2001,8,0.742
7400,Colima,2001,9,-0.588
7401,Colima,2001,10,-0.192
7402,Colima,2001,11,-0.182
7403,Colima,2001,12,0.006
7404,Colima,2002,1,0.852
7405,Colima,2002,2,1.214
7406,Colima,2002,3,0.94
7407,Colima,2002,4,1.382
7408,Colima,2002,5,0.434
7409,Colima,2002,6,-0.148
7410,Colima,2002,7,0.45
7411,Colima,2002,8,-0.352
7412,Colima,2002,9,0.2
7413,Colima,2002,10,1.192
7414,Colima,2002,11,1.318
7415,Colima,2002,12,0.038
7416,Colima,2003,1,0.194
7417,Colima,2003,2,0.404
7418,Colima,2003,3,0.99
7419,Colima,2003,4,1.382
7420,Colima,2003,5,0.616
7421,Colima,2003,6,1.196
7422,Colima,2003,7,-0.096
7423,Colima,2003,8,-0.452
7424,Colima,2003,9,-0.04
7425,Colima,2003,10,1.136
7426,Colima,2003,11,-0.138
7427,Colima,2003,12,0.006
7428,Colima,2004,1,1.382
7429,Colima,2004,2,0.404
7430,Colima,2004,3,0.964
7431,Colima,2004,4,1.382
7432,Colima,2004,5,0.68
7433,Colima,2004,6,0.678
7434,Colima,2004,7,0.18
7435,Colima,2004,8,-0.076
7436,Colima,2004,9,0.43
7437,Colima,2004,10,0.072
7438,Colima,2004,11,-0.182
7439,Colima,2004,12,0.136
7440,Colima,2005,1,0.752
7441,Colima,2005,2,0.726
7442,Colima,2005,3,1.088
7443,Colima,2005,4,1.382
7444,Colima,2005,5,0.15
7445,Colima,2005,6,-1.31
7446,Colima,2005,7,0.128
7447,Colima,2005,8,-0.612
7448,Colima,2005,9,-0.234
7449,Colima,2005,10,-0.12
7450,Colima,2005,11,-0.108
7451,Colima,2005,12,0.022
7452,Colima,2006,1,0.162
7453,Colima,2006,2,-0.054
7454,Colima,2006,3,0.94
7455,Colima,2006,4,1.382
7456,Colima,2006,5,0.552
7457,Colima,2006,6,0.036
7458,Colima,2006,7,0.47
7459,Colima,2006,8,-0.058
7460,Colima,2006,9,0.186
7461,Colima,2006,10,0.3
7462,Colima,2006,11,0.518
7463,Colima,2006,12,0.076
7464,Colima,2007,1,0.092
7465,Colima,2007,2,0.532
7466,Colima,2007,3,0.94
7467,Colima,2007,4,1.382
7468,Colima,2007,5,0.096
7469,Colima,2007,6,-0.784
7470,Colima,2007,7,1.232
7471,Colima,2007,8,0.816
7472,Colima,2007,9,-0.01
7473,Colima,2007,10,0.448
7474,Colima,2007,11,-0.048
7475,Colima,2007,12,0.586
7476,Colima,2008,1,-0.022
7477,Colima,2008,2,0.496
7478,Colima,2008,3,1.13
7479,Colima,2008,4,1.382
7480,Colima,2008,5,0.256
7481,Colima,2008,6,-0.484
7482,Colima,2008,7,1.672
7483,Colima,2008,8,-0.554
7484,Colima,2008,9,0.574
7485,Colima,2008,10,-0.104
7486,Colima,2008,11,-0.132
7487,Colima,2008,12,0.006
7488,Colima,2009,1,0.034
7489,Colima,2009,2,0.404
7490,Colima,2009,3,0.94
7491,Colima,2009,4,1.382
7492,Colima,2009,5,0.218
7493,Colima,2009,6,0.12
7494,Colima,2009,7,-0.252
7495,Colima,2009,8,-0.238
7496,Colima,2009,9,-0.41
7497,Colima,2009,10,1.002
7498,Colima,2009,11,-0.182
7499,Colima,2009,12,0.554
7500,Colima,2010,1,0.782
7501,Colima,2010,2,2.69
7502,Colima,2010,3,1.062
7503,Colima,2010,4,1.382
7504,Colima,2010,5,0.13
7505,Colima,2010,6,-0.552
7506,Colima,2010,7,-0.922
7507,Colima,2010,8,0.722
7508,Colima,2010,9,0.52
7509,Colima,2010,10,-1.906
7510,Colima,2010,11,-0.182
7511,Colima,2010,12,0.006
7512,Colima,2011,1,-0.022
7513,Colima,2011,2,0.404
7514,Colima,2011,3,0.94
7515,Colima,2011,4,1.382
7516,Colima,2011,5,0.238
7517,Colima,2011,6,0.422
7518,Colima,2011,7,1.918
7519,Colima,2011,8,0.536
7520,Colima,2011,9,0.04
7521,Colima,2011,10,2.046
7522,Colima,2011,11,-0.182
7523,Colima,2011,12,0.006
7524,Colima,2012,1,-0.004
7525,Colima,2012,2,1.572
7526,Colima,2012,3,0.94
7527,Colima,2012,4,1.4
7528,Colima,2012,5,1.464
7529,Colima,2012,6,1.28
7530,Colima,2012,7,-0.766
7531,Colima,2012,8,0.404
7532,Colima,2012,9,-0.276
7533,Colima,2012,10,-0.4
7534,Colima,2012,11,0.542
7535,Colima,2012,12,0.874
7536,Colima,2013,1,1.272
7537,Colima,2013,2,0.546
7538,Colima,2013,3,1.122
7539,Colima,2013,4,1.382
7540,Colima,2013,5,0.166
7541,Colima,2013,6,-0.902
7542,Colima,2013,7,-0.728
7543,Colima,2013,8,0.046
7544,Colima,2013,9,1.906
7545,Colima,2013,10,0.184
7546,Colima,2013,11,1.64
7547,Colima,2013,12,1.824
7548,Colima,2014,1,0.238
7549,Colima,2014,2,0.404
7550,Colima,2014,3,0.94
7551,Colima,2014,4,1.382
7552,Colima,2014,5,1.366
7553,Colima,2014,6,1.178
7554,Colima,2014,7,-0.154
7555,Colima,2014,8,0.096
7556,Colima,2014,9,0.446
7557,Colima,2014,10,0.296
7558,Colima,2014,11,2.022
7559,Colima,2014,12,0.46
7560,Colima,2015,1,0.06
7561,Colima,2015,2,1.95
7562,Colima,2015,3,2.492
7563,Colima,2015,4,1.382
7564,Colima,2015,5,0.838
7565,Colima,2015,6,-0.162
7566,Colima,2015,7,-0.356
7567,Colima,2015,8,-0.934
7568,Colima,2015,9,-0.478
7569,Colima,2015,10,2.146
7570,Colima,2015,11,0.06
7571,Colima,2015,12,1.27
7572,Colima,2016,1,1.126
7573,Colima,2016,2,0.404
7574,Colima,2016,3,1.286
7575,Colima,2016,4,1.382
7576,Colima,2016,5,0.41
7577,Colima,2016,6,-0.22
7578,Colima,2016,7,-0.648
7579,Colima,2016,8,-0.23
7580,Colima,2016,9,-0.21
7581,Colima,2016,10,-0.716
7582,Colima,2016,11,0.724
7583,Colima,2016,12,0.698
7584,Colima,2017,1,-0.022
7585,Colima,2017,2,0.53
7586,Colima,2017,3,1.016
7587,Colima,2017,4,1.382
7588,Colima,2017,5,0.188
7589,Colima,2017,6,-0.02
7590,Colima,2017,7,-0.764
7591,Colima,2017,8,1.032
7592,Colima,2017,9,0.324
7593,Colima,2017,10,-0.012
7594,Colima,2017,11,-0.164
7595,Colima,2017,12,0.33
7596,Colima,2018,1,0.156
7597,Colima,2018,2,0.518
7598,Colima,2018,3,0.94
7599,Colima,2018,4,1.382
7600,Colima,2018,5,0.562
7601,Colima,2018,6,0.988
7602,Colima,2018,7,-1.68
7603,Colima,2018,8,-0.692
7604,Colima,2018,9,-0.336
7605,Colima,2018,10,0.342
7606,Colima,2018,11,0.964
7607,Colima,2018,12,-0.356
7608,Colima,2019,1,-0.196
7609,Colima,2019,2,0.414
7610,Colima,2019,3,0.94
7611,Colima,2019,4,1.382
7612,Colima,2019,5,0.254
7613,Colima,2019,6,-0.616
7614,Colima,2019,7,-0.108
7615,Colima,2019,8,-0.664
7616,Colima,2019,9,1.8
7617,Colima,2019,10,0.592
7618,Colima,2019,11,0.418
7619,Colima,2019,12,-0.354
7620,Colima,2020,1,-0.194
7621,Colima,2020,2,0.874
7622,Colima,2020,3,0.94
7623,Colima,2020,4,1.382
7624,Colima,2020,5,0.168
7625,Colima,2020,6,-1.092
7626,Colima,2020,7,0.716
7627,Colima,2020,8,1.576
7628,Colima,2020,9,0.1
7629,Colima,2020,10,-1.334
7630,Colima,2020,11,-0.182
7631,Colima,2020,12,-0.348
7632,Colima,2021,1,0.016
7633,Colima,2021,2,0.404
7634,Colima,2021,3,0.94
7635,Colima,2021,4,1.382
7636,Colima,2021,5,0.244
7637,Colima,2021,6,2.312
7638,Colima,2021,7,-0.77
7639,Colima,2021,8,1.398
7640,Colima,2021,9,0.496
7641,Durango,1951,1,-1.526
7642,Durango,1951,2,-1.485
7643,Durango,1951,3,-1.296
7644,Durango,1951,4,-1.489
7645,Durango,1951,5,-1.6125
7646,Durango,1951,6,-1.5525
7647,Durango,1951,7,-1.461
7648,Durango,1951,8,-1.764
7649,Durango,1951,9,-1.7025
7650,Durango,1951,10,-1.6005
7651,Durango,1951,11,-1.3405
7652,Durango,1951,12,-1.4
7653,Durango,1952,1,-1.661
7654,Durango,1952,2,-1.4945
7655,Durango,1952,3,-1.3735
7656,Durango,1952,4,-1.361
7657,Durango,1952,5,-1.5935
7658,Durango,1952,6,-1.369
7659,Durango,1952,7,-1.7005
7660,Durango,1952,8,-1.8765
7661,Durango,1952,9,-2.013
7662,Durango,1952,10,-1.7435
7663,Durango,1952,11,-1.4215
7664,Durango,1952,12,-1.356
7665,Durango,1953,1,-1.585
7666,Durango,1953,2,-1.2285
7667,Durango,1953,3,-1.341
7668,Durango,1953,4,-1.445
7669,Durango,1953,5,-1.431
7670,Durango,1953,6,-1.6325
7671,Durango,1953,7,-1.638
7672,Durango,1953,8,-1.4135
7673,Durango,1953,9,-1.5825
7674,Durango,1953,10,-1.408
7675,Durango,1953,11,-1.5445
7676,Durango,1953,12,-1.282
7677,Durango,1954,1,-1.512
7678,Durango,1954,2,-1.468
7679,Durango,1954,3,-1.4195
7680,Durango,1954,4,-1.4675
7681,Durango,1954,5,-1.582
7682,Durango,1954,6,-1.4365
7683,Durango,1954,7,-1.466
7684,Durango,1954,8,-1.395
7685,Durango,1954,9,-1.8195
7686,Durango,1954,10,-1.4685
7687,Durango,1954,11,-1.5535
7688,Durango,1954,12,-1.6205
7689,Durango,1955,1,-1.4405
7690,Durango,1955,2,-1.5885
7691,Durango,1955,3,-1.5145
7692,Durango,1955,4,-1.6025
7693,Durango,1955,5,-1.6505
7694,Durango,1955,6,-1.615
7695,Durango,1955,7,-1.5655
7696,Durango,1955,8,-1.535
7697,Durango,1955,9,-1.665
7698,Durango,1955,10,-1.4705
7699,Durango,1955,11,-1.5575
7700,Durango,1955,12,-1.6055
7701,Durango,1956,1,-1.576
7702,Durango,1956,2,-1.4945
7703,Durango,1956,3,-1.3065
7704,Durango,1956,4,-1.289
7705,Durango,1956,5,-1.217
7706,Durango,1956,6,-1.4395
7707,Durango,1956,7,-1.773
7708,Durango,1956,8,-1.532
7709,Durango,1956,9,-1.4
7710,Durango,1956,10,-1.5935
7711,Durango,1956,11,-1.2855
7712,Durango,1956,12,-1.418
7713,Durango,1957,1,-1.431
7714,Durango,1957,2,-1.193
7715,Durango,1957,3,-1.197
7716,Durango,1957,4,-1.3635
7717,Durango,1957,5,-1.141
7718,Durango,1957,6,-1.7555
7719,Durango,1957,7,-1.702
7720,Durango,1957,8,-1.4205
7721,Durango,1957,9,-1.61
7722,Durango,1957,10,-1.1165
7723,Durango,1957,11,-1.4505
7724,Durango,1957,12,-1.546
7725,Durango,1958,1,-1.15
7726,Durango,1958,2,-1.1925
7727,Durango,1958,3,-1.2
7728,Durango,1958,4,-1.239
7729,Durango,1958,5,-1.363
7730,Durango,1958,6,-1.1735
7731,Durango,1958,7,-1.635
7732,Durango,1958,8,-1.274
7733,Durango,1958,9,-0.9485
7734,Durango,1958,10,-0.9565
7735,Durango,1958,11,-1.113
7736,Durango,1958,12,-1.234
7737,Durango,1959,1,-1.4865
7738,Durango,1959,2,-1.3205
7739,Durango,1959,3,-1.3065
7740,Durango,1959,4,-1.2125
7741,Durango,1959,5,-1.439
7742,Durango,1959,6,-1.444
7743,Durango,1959,7,-1.394
7744,Durango,1959,8,-1.2545
7745,Durango,1959,9,-1.767
7746,Durango,1959,10,-1.303
7747,Durango,1959,11,-1.3885
7748,Durango,1959,12,-1.3905
7749,Durango,1960,1,-1.224
7750,Durango,1960,2,-1.411
7751,Durango,1960,3,-1.3065
7752,Durango,1960,4,-1.311
7753,Durango,1960,5,-1.472
7754,Durango,1960,6,-1.6075
7755,Durango,1960,7,-1.2495
7756,Durango,1960,8,-1.2065
7757,Durango,1960,9,-1.584
7758,Durango,1960,10,-1.15
7759,Durango,1960,11,-1.44
7760,Durango,1960,12,-1.2275
7761,Durango,1961,1,-1.2355
7762,Durango,1961,2,-1.509
7763,Durango,1961,3,-1.428
7764,Durango,1961,4,-1.2245
7765,Durango,1961,5,-1.599
7766,Durango,1961,6,-1.2485
7767,Durango,1961,7,-1.4705
7768,Durango,1961,8,-1.65
7769,Durango,1961,9,-1.4395
7770,Durango,1961,10,-1.553
7771,Durango,1961,11,-1.3465
7772,Durango,1961,12,-1.318
7773,Durango,1962,1,-1.458
7774,Durango,1962,2,-1.373
7775,Durango,1962,3,-1.2615
7776,Durango,1962,4,-1.3075
7777,Durango,1962,5,-1.5185
7778,Durango,1962,6,-1.6325
7779,Durango,1962,7,-1.6835
7780,Durango,1962,8,-1.606
7781,Durango,1962,9,-1.5205
7782,Durango,1962,10,-1.2255
7783,Durango,1962,11,-1.4275
7784,Durango,1962,12,-1.345
7785,Durango,1963,1,-1.5575
7786,Durango,1963,2,-1.486
7787,Durango,1963,3,-1.3975
7788,Durango,1963,4,-1.373
7789,Durango,1963,5,-1.327
7790,Durango,1963,6,-1.5125
7791,Durango,1963,7,-1.4935
7792,Durango,1963,8,-0.509
7793,Durango,1963,9,-0.6215
7794,Durango,1963,10,-1.6465
7795,Durango,1963,11,-0.7545
7796,Durango,1963,12,-0.544
7797,Durango,1964,1,-0.7805
7798,Durango,1964,2,-0.553
7799,Durango,1964,3,-0.488
7800,Durango,1964,4,-0.6515
7801,Durango,1964,5,-0.356
7802,Durango,1964,6,-0.585
7803,Durango,1964,7,-1.1865
7804,Durango,1964,8,-1.092
7805,Durango,1964,9,-0.4165
7806,Durango,1964,10,-0.831
7807,Durango,1964,11,-0.7275
7808,Durango,1964,12,-0.7715
7809,Durango,1965,1,-0.613
7810,Durango,1965,2,-0.383
7811,Durango,1965,3,-0.513
7812,Durango,1965,4,-0.4445
7813,Durango,1965,5,-1.011
7814,Durango,1965,6,-0.96
7815,Durango,1965,7,-1.5995
7816,Durango,1965,8,-1.0955
7817,Durango,1965,9,-0.912
7818,Durango,1965,10,-1.352
7819,Durango,1965,11,-0.435
7820,Durango,1965,12,-0.1935
7821,Durango,1966,1,-0.6005
7822,Durango,1966,2,-0.5145
7823,Durango,1966,3,-0.536
7824,Durango,1966,4,-0.3005
7825,Durango,1966,5,-0.19
7826,Durango,1966,6,-0.71
7827,Durango,1966,7,-1.1355
7828,Durango,1966,8,-0.099
7829,Durango,1966,9,-0.8435
7830,Durango,1966,10,-0.7055
7831,Durango,1966,11,-0.9075
7832,Durango,1966,12,-0.7765
7833,Durango,1967,1,-0.59
7834,Durango,1967,2,-0.7445
7835,Durango,1967,3,-0.3285
7836,Durango,1967,4,-0.6625
7837,Durango,1967,5,-0.996
7838,Durango,1967,6,-0.849
7839,Durango,1967,7,-1.1355
7840,Durango,1967,8,-0.5445
7841,Durango,1967,9,-1.081
7842,Durango,1967,10,-0.8515
7843,Durango,1967,11,-0.872
7844,Durango,1967,12,-0.764
7845,Durango,1968,1,-0.785
7846,Durango,1968,2,-0.1225
7847,Durango,1968,3,0.5695
7848,Durango,1968,4,0.0345
7849,Durango,1968,5,-1.011
7850,Durango,1968,6,-1.1835
7851,Durango,1968,7,-0.4505
7852,Durango,1968,8,-0.696
7853,Durango,1968,9,-0.295
7854,Durango,1968,10,-1.0065
7855,Durango,1968,11,-0.6925
7856,Durango,1968,12,-0.273
7857,Durango,1969,1,-0.3865
7858,Durango,1969,2,-0.797
7859,Durango,1969,3,-0.4045
7860,Durango,1969,4,-0.6475
7861,Durango,1969,5,-1.076
7862,Durango,1969,6,-0.9265
7863,Durango,1969,7,-0.5625
7864,Durango,1969,8,-1.234
7865,Durango,1969,9,-0.977
7866,Durango,1969,10,-0.437
7867,Durango,1969,11,-0.5595
7868,Durango,1969,12,-0.192
7869,Durango,1970,1,-0.4835
7870,Durango,1970,2,0.4385
7871,Durango,1970,3,-0.212
7872,Durango,1970,4,-0.4975
7873,Durango,1970,5,-0.7805
7874,Durango,1970,6,-0.144
7875,Durango,1970,7,-1.0115
7876,Durango,1970,8,-0.895
7877,Durango,1970,9,0.349
7878,Durango,1970,10,-0.8885
7879,Durango,1970,11,-0.6015
7880,Durango,1970,12,-0.781
7881,Durango,1971,1,-0.4535
7882,Durango,1971,2,-0.413
7883,Durango,1971,3,-0.044
7884,Durango,1971,4,-0.1825
7885,Durango,1971,5,-0.1315
7886,Durango,1971,6,0.228
7887,Durango,1971,7,-1.0795
7888,Durango,1971,8,0.361
7889,Durango,1971,9,-0.5945
7890,Durango,1971,10,0.736
7891,Durango,1971,11,-0.634
7892,Durango,1971,12,-0.3015
7893,Durango,1972,1,-0.349
7894,Durango,1972,2,-0.402
7895,Durango,1972,3,-0.0745
7896,Durango,1972,4,-0.2975
7897,Durango,1972,5,0.929
7898,Durango,1972,6,-0.102
7899,Durango,1972,7,-0.337
7900,Durango,1972,8,-0.905
7901,Durango,1972,9,0.1515
7902,Durango,1972,10,-0.342
7903,Durango,1972,11,0.456
7904,Durango,1972,12,-0.481
7905,Durango,1973,1,-0.286
7906,Durango,1973,2,0.775
7907,Durango,1973,3,-0.057
7908,Durango,1973,4,-0.3045
7909,Durango,1973,5,0.105
7910,Durango,1973,6,-0.2205
7911,Durango,1973,7,0.1455
7912,Durango,1973,8,1.0505
7913,Durango,1973,9,-1.446
7914,Durango,1973,10,-1.5175
7915,Durango,1973,11,-0.634
7916,Durango,1973,12,-0.248
7917,Durango,1974,1,-0.591
7918,Durango,1974,2,-0.413
7919,Durango,1974,3,-0.0405
7920,Durango,1974,4,-0.036
7921,Durango,1974,5,-0.4565
7922,Durango,1974,6,-1.487
7923,Durango,1974,7,-0.9255
7924,Durango,1974,8,-0.3255
7925,Durango,1974,9,-0.725
7926,Durango,1974,10,-0.8275
7927,Durango,1974,11,-0.4285
7928,Durango,1974,12,0.354
7929,Durango,1975,1,-0.392
7930,Durango,1975,2,-0.281
7931,Durango,1975,3,-0.057
7932,Durango,1975,4,-0.4005
7933,Durango,1975,5,-0.893
7934,Durango,1975,6,-0.8675
7935,Durango,1975,7,-0.2555
7936,Durango,1975,8,-0.178
7937,Durango,1975,9,-1.319
7938,Durango,1975,10,-0.655
7939,Durango,1975,11,-0.634
7940,Durango,1975,12,0.312
7941,Durango,1976,1,-0.581
7942,Durango,1976,2,-0.5095
7943,Durango,1976,3,-0.033
7944,Durango,1976,4,0.0675
7945,Durango,1976,5,-0.5825
7946,Durango,1976,6,-0.052
7947,Durango,1976,7,0.5675
7948,Durango,1976,8,-1.0295
7949,Durango,1976,9,-0.403
7950,Durango,1976,10,-0.5035
7951,Durango,1976,11,0.564
7952,Durango,1976,12,0.304
7953,Durango,1977,1,0.226
7954,Durango,1977,2,-0.2775
7955,Durango,1977,3,0.062
7956,Durango,1977,4,0.2475
7957,Durango,1977,5,-0.6475
7958,Durango,1977,6,0.0995
7959,Durango,1977,7,-0.668
7960,Durango,1977,8,-0.407
7961,Durango,1977,9,-1.1695
7962,Durango,1977,10,-0.1165
7963,Durango,1977,11,-0.5255
7964,Durango,1977,12,-0.6605
7965,Durango,1978,1,-0.435
7966,Durango,1978,2,-0.1005
7967,Durango,1978,3,0.2315
7968,Durango,1978,4,-0.005
7969,Durango,1978,5,0.256
7970,Durango,1978,6,-0.7065
7971,Durango,1978,7,-0.0965
7972,Durango,1978,8,0.147
7973,Durango,1978,9,0.365
7974,Durango,1978,10,0.308
7975,Durango,1978,11,-0.4335
7976,Durango,1978,12,-0.2915
7977,Durango,1979,1,-0.2095
7978,Durango,1979,2,0.325
7979,Durango,1979,3,0.2625
7980,Durango,1979,4,0.326
7981,Durango,1979,5,-0.166
7982,Durango,1979,6,0.4465
7983,Durango,1979,7,-0.7185
7984,Durango,1979,8,0.0675
7985,Durango,1979,9,-1.813
7986,Durango,1979,10,-1.241
7987,Durango,1979,11,-0.3905
7988,Durango,1979,12,-0.012
7989,Durango,1980,1,-0.169
7990,Durango,1980,2,0.718
7991,Durango,1980,3,0.095
7992,Durango,1980,4,-0.1905
7993,Durango,1980,5,-0.6405
7994,Durango,1980,6,-1.0365
7995,Durango,1980,7,-0.9555
7996,Durango,1980,8,0.365
7997,Durango,1980,9,0.3045
7998,Durango,1980,10,0.0625
7999,Durango,1980,11,0.262
8000,Durango,1980,12,-0.306
8001,Durango,1981,1,1.163
8002,Durango,1981,2,0.049
8003,Durango,1981,3,0.4875
8004,Durango,1981,4,1.482
8005,Durango,1981,5,-0.1285
8006,Durango,1981,6,0.411
8007,Durango,1981,7,-0.7745
8008,Durango,1981,8,0.0535
8009,Durango,1981,9,-0.43
8010,Durango,1981,10,0.8835
8011,Durango,1981,11,-0.4155
8012,Durango,1981,12,0.7235
8013,Durango,1982,1,-0.433
8014,Durango,1982,2,0.114
8015,Durango,1982,3,0.194
8016,Durango,1982,4,0.468
8017,Durango,1982,5,-0.236
8018,Durango,1982,6,-0.8145
8019,Durango,1982,7,-0.1005
8020,Durango,1982,8,-1.1065
8021,Durango,1982,9,-0.9355
8022,Durango,1982,10,-0.6815
8023,Durango,1982,11,0.96
8024,Durango,1982,12,1.3185
8025,Durango,1983,1,0.709
8026,Durango,1983,2,-0.1375
8027,Durango,1983,3,0.5415
8028,Durango,1983,4,-0.113
