ENTIDAD,Mes,Año,Tipo_sequia
Coahuila de Zaragoza,10,2014,NPS
Coahuila de Zaragoza,10,2015,NPS
Coahuila de Zaragoza,10,2016,NPS
Coahuila de Zaragoza,10,2017,NPS
Coahuila de Zaragoza,10,2018,NPS
Coahuila de Zaragoza,10,2019,D0
Coahuila de Zaragoza,10,2020,D0
Coahuila de Zaragoza,11,2003,NPS
Coahuila de Zaragoza,11,2004,NPS
Coahuila de Zaragoza,11,2005,NPS
Coahuila de Zaragoza,11,2006,D0
Coahuila de Zaragoza,11,2007,D0
Coahuila de Zaragoza,11,2008,NPS
Coahuila de Zaragoza,11,2009,D1
Coahuila de Zaragoza,11,2010,D2
Coahuila de Zaragoza,11,2011,D4
Coahuila de Zaragoza,11,2012,D1
Coahuila de Zaragoza,11,2013,NPS
Coahuila de Zaragoza,11,2014,NPS
Coahuila de Zaragoza,11,2015,NPS
Coahuila de Zaragoza,11,2016,NPS
Coahuila de Zaragoza,11,2017,NPS
Coahuila de Zaragoza,11,2018,NPS
Coahuila de Zaragoza,11,2019,NPS
Coahuila de Zaragoza,11,2020,D0
Coahuila de Zaragoza,12,2003,NPS
Coahuila de Zaragoza,12,2004,NPS
Coahuila de Zaragoza,12,2005,D0
Coahuila de Zaragoza,12,2006,D0
Coahuila de Zaragoza,12,2007,D0
Coahuila de Zaragoza,12,2008,NPS
Coahuila de Zaragoza,12,2009,D1
Coahuila de Zaragoza,12,2010,D2
Coahuila de Zaragoza,12,2011,D3
Coahuila de Zaragoza,12,2012,D1
Coahuila de Zaragoza,12,2013,NPS
Coahuila de Zaragoza,12,2014,NPS
Coahuila de Zaragoza,12,2015,NPS
Coahuila de Zaragoza,12,2016,NPS
Coahuila de Zaragoza,12,2017,NPS
Coahuila de Zaragoza,12,2018,NPS
Coahuila de Zaragoza,12,2019,D0
Coahuila de Zaragoza,12,2020,D1
Colima,1,2003,NPS
Colima,1,2004,NPS
Colima,1,2005,D0
Colima,1,2006,D1
Colima,1,2007,D1
Colima,1,2008,D0
Colima,1,2009,D0
Colima,1,2010,D1
Colima,1,2011,D0
Colima,1,2012,D0
Colima,1,2013,NPS
Colima,1,2014,NPS
Colima,1,2015,NPS
Colima,1,2016,NPS
Colima,1,2017,NPS
Colima,1,2018,NPS
Colima,1,2019,NPS
Colima,1,2020,NPS
Colima,1,2021,D0
Colima,2,2003,NPS
Colima,2,2004,NPS
Colima,2,2005,D0
Colima,2,2006,D1
Colima,2,2007,NPS
Colima,2,2008,D0
Colima,2,2009,D0
Colima,2,2010,NPS
Colima,2,2011,NPS
Colima,2,2012,NPS
Colima,2,2013,NPS
Colima,2,2014,NPS
Colima,2,2015,NPS
Colima,2,2016,NPS
Colima,2,2017,D0
Colima,2,2018,D0
Colima,2,2019,D0
Colima,2,2020,NPS
Colima,2,2021,D1
Colima,3,2003,NPS
Colima,3,2004,NPS
Colima,3,2005,D0
Colima,3,2006,D2
Colima,3,2007,D1
Colima,3,2008,D1
Colima,3,2009,D1
Colima,3,2010,NPS
Colima,3,2011,D0
Colima,3,2012,NPS
Colima,3,2013,NPS
Colima,3,2014,NPS
Colima,3,2015,NPS
Colima,3,2016,NPS
Colima,3,2017,D0
Colima,3,2018,D0
Colima,3,2019,D1
Colima,3,2020,NPS
Colima,3,2021,D2
Colima,4,2003,NPS
Colima,4,2004,NPS
Colima,4,2005,D0
Colima,4,2006,D2
Colima,4,2007,D2
Colima,4,2008,D1
Colima,4,2009,D1
Colima,4,2010,NPS
Colima,4,2011,D2
Colima,4,2012,NPS
Colima,4,2013,NPS
Colima,4,2014,NPS
Colima,4,2015,NPS
Colima,4,2016,NPS
Colima,4,2017,D0
Colima,4,2018,D1
Colima,4,2019,D1
Colima,4,2020,NPS
Colima,4,2021,D2
Colima,5,2003,NPS
Colima,5,2004,NPS
Colima,5,2005,D0
Colima,5,2006,D0
Colima,5,2007,D1
Colima,5,2008,D1
Colima,5,2009,D1
Colima,5,2010,NPS
Colima,5,2011,D2
Colima,5,2012,NPS
Colima,5,2013,NPS
Colima,5,2014,NPS
Colima,5,2015,NPS
Colima,5,2016,NPS
Colima,5,2017,D0
Colima,5,2018,D1
Colima,5,2019,D1
Colima,5,2020,D0
Colima,5,2021,D3
Colima,6,2003,NPS
Colima,6,2004,NPS
Colima,6,2005,D0
Colima,6,2006,D1
Colima,6,2007,D3
Colima,6,2008,D2
Colima,6,2009,D1
Colima,6,2010,NPS
Colima,6,2011,D1
Colima,6,2012,NPS
Colima,6,2013,NPS
Colima,6,2014,NPS
Colima,6,2015,NPS
Colima,6,2016,D0
Colima,6,2017,D0
Colima,6,2018,NPS
Colima,6,2019,D0
Colima,6,2020,D0
Colima,6,2021,NPS
Colima,7,2003,D0
Colima,7,2004,NPS
Colima,7,2005,NPS
Colima,7,2006,D0
Colima,7,2007,D2
Colima,7,2008,D0
Colima,7,2009,D1
Colima,7,2010,NPS
Colima,7,2011,NPS
Colima,7,2012,NPS
Colima,7,2013,D0
Colima,7,2014,NPS
Colima,7,2015,NPS
Colima,7,2016,D1
Colima,7,2017,D0
Colima,7,2018,D0
Colima,7,2019,D1
Colima,7,2020,D0
Colima,7,2021,NPS
Colima,8,2003,NPS
Colima,8,2004,D0
Colima,8,2005,NPS
Colima,8,2006,D0
Colima,8,2007,D0
Colima,8,2008,D0
Colima,8,2009,D1
Colima,8,2010,NPS
Colima,8,2011,NPS
Colima,8,2012,NPS
Colima,8,2013,NPS
Colima,8,2014,NPS
Colima,8,2015,NPS
Colima,8,2016,D1
Colima,8,2017,NPS
Colima,8,2018,D0
Colima,8,2019,D1
Colima,8,2020,NPS
Colima,8,2021,NPS
Colima,9,2003,D0
Colima,9,2004,D0
Colima,9,2005,D0
Colima,9,2006,NPS
Colima,9,2007,NPS
Colima,9,2008,NPS
Colima,9,2009,D2
Colima,9,2010,NPS
Colima,9,2011,NPS
Colima,9,2012,NPS
Colima,9,2013,NPS
Colima,9,2014,NPS
Colima,9,2015,D0
Colima,9,2016,NPS
Colima,9,2017,NPS
Colima,9,2018,D0
Colima,9,2019,NPS
Colima,9,2020,NPS
Colima,10,2003,NPS
Colima,10,2004,D0
Colima,10,2005,D0
Colima,10,2006,NPS
Colima,10,2007,NPS
Colima,10,2008,NPS
Colima,10,2009,D1
Colima,10,2010,NPS
Colima,10,2011,NPS
Colima,10,2012,NPS
Colima,10,2013,NPS
Colima,10,2014,NPS
Colima,10,2015,NPS
Colima,10,2016,NPS
Colima,10,2017,NPS
Colima,10,2018,D0
Colima,10,2019,NPS
Colima,10,2020,NPS
Colima,11,2003,NPS
Colima,11,2004,D0
Colima,11,2005,D0
Colima,11,2006,NPS
Colima,11,2007,NPS
Colima,11,2008,D0
Colima,11,2009,D1
Colima,11,2010,D0
Colima,11,2011,NPS
Colima,11,2012,NPS
Colima,11,2013,NPS
Colima,11,2014,NPS
Colima,11,2015,NPS
Colima,11,2016,D0
Colima,11,2017,NPS
Colima,11,2018,NPS
Colima,11,2019,NPS
Colima,11,2020,D0
Colima,12,2003,NPS
Colima,12,2004,D0
Colima,12,2005,D1
Colima,12,2006,NPS
Colima,12,2007,NPS
Colima,12,2008,D0
Colima,12,2009,D1
Colima,12,2010,NPS
Colima,12,2011,NPS
Colima,12,2012,D0
Colima,12,2013,NPS
Colima,12,2014,NPS
Colima,12,2015,NPS
Colima,12,2016,D0
Colima,12,2017,NPS
Colima,12,2018,NPS
Colima,12,2019,NPS
Colima,12,2020,D0
Durango,1,2003,D0
Durango,1,2004,NPS
Durango,1,2005,NPS
Durango,1,2006,D0
Durango,1,2007,NPS
Durango,1,2008,D1
Durango,1,2009,NPS
Durango,1,2010,NPS
Durango,1,2011,NPS
Durango,1,2012,D3
Durango,1,2013,NPS
Durango,1,2014,NPS
Durango,1,2015,NPS
Durango,1,2016,D0
Durango,1,2017,NPS
Durango,1,2018,NPS
Durango,1,2019,NPS
Durango,1,2020,NPS
Durango,1,2021,D2
Durango,2,2003,D0
Durango,2,2004,NPS
Durango,2,2005,NPS
Durango,2,2006,D1
Durango,2,2007,NPS
Durango,2,2008,D1
Durango,2,2009,NPS
Durango,2,2010,NPS
Durango,2,2011,NPS
Durango,2,2012,D3
Durango,2,2013,NPS
Durango,2,2014,NPS
Durango,2,2015,NPS
Durango,2,2016,D0
Durango,2,2017,NPS
Durango,2,2018,NPS
Durango,2,2019,D0
Durango,2,2020,NPS
Durango,2,2021,D2
Durango,3,2003,D0
Durango,3,2004,NPS
Durango,3,2005,NPS
Durango,3,2006,D1
Durango,3,2007,NPS
Durango,3,2008,D1
Durango,3,2009,NPS
Durango,3,2010,NPS
Durango,3,2011,D1
Durango,3,2012,D3
Durango,3,2013,NPS
Durango,3,2014,NPS
Durango,3,2015,NPS
Durango,3,2016,D0
Durango,3,2017,NPS
Durango,3,2018,NPS
Durango,3,2019,D0
Durango,3,2020,NPS
Durango,3,2021,D2
Durango,4,2003,D0
Durango,4,2004,NPS
Durango,4,2005,NPS
Durango,4,2006,D3
Durango,4,2007,D1
Durango,4,2008,D2
Durango,4,2009,NPS
Durango,4,2010,NPS
Durango,4,2011,D3
Durango,4,2012,D2
Durango,4,2013,D0
Durango,4,2014,NPS
Durango,4,2015,NPS
Durango,4,2016,NPS
Durango,4,2017,NPS
Durango,4,2018,NPS
Durango,4,2019,D0
Durango,4,2020,D0
Durango,4,2021,D3
Durango,5,2003,D0
Durango,5,2004,NPS
Durango,5,2005,NPS
Durango,5,2006,D2
Durango,5,2007,D1
Durango,5,2008,D2
Durango,5,2009,NPS
Durango,5,2010,NPS
Durango,5,2011,D3
Durango,5,2012,D2
Durango,5,2013,D1
Durango,5,2014,D0
Durango,5,2015,NPS
Durango,5,2016,NPS
Durango,5,2017,NPS
Durango,5,2018,NPS
Durango,5,2019,D0
Durango,5,2020,D0
Durango,5,2021,D3
Durango,6,2003,D0
Durango,6,2004,NPS
Durango,6,2005,NPS
Durango,6,2006,D2
Durango,6,2007,D0
Durango,6,2008,D3
Durango,6,2009,NPS
Durango,6,2010,NPS
Durango,6,2011,D3
Durango,6,2012,D2
Durango,6,2013,D1
Durango,6,2014,D0
Durango,6,2015,NPS
Durango,6,2016,D0
Durango,6,2017,D0
Durango,6,2018,D0
Durango,6,2019,D0
Durango,6,2020,D1
Durango,6,2021,D3
Durango,7,2003,NPS
Durango,7,2004,NPS
Durango,7,2005,NPS
Durango,7,2006,D1
Durango,7,2007,NPS
Durango,7,2008,D2
Durango,7,2009,NPS
Durango,7,2010,NPS
Durango,7,2011,D2
Durango,7,2012,D1
Durango,7,2013,D0
Durango,7,2014,D0
Durango,7,2015,NPS
Durango,7,2016,D0
Durango,7,2017,D0
Durango,7,2018,D0
Durango,7,2019,D1
Durango,7,2020,D2
Durango,7,2021,D3
Durango,8,2003,NPS
Durango,8,2004,NPS
Durango,8,2005,NPS
Durango,8,2006,D0
Durango,8,2007,NPS
Durango,8,2008,NPS
Durango,8,2009,NPS
Durango,8,2010,NPS
Durango,8,2011,D3
Durango,8,2012,D1
Durango,8,2013,D0
Durango,8,2014,NPS
Durango,8,2015,NPS
Durango,8,2016,NPS
Durango,8,2017,NPS
Durango,8,2018,D1
Durango,8,2019,D1
Durango,8,2020,D2
Durango,8,2021,NPS
Durango,9,2003,NPS
Durango,9,2004,NPS
Durango,9,2005,NPS
Durango,9,2006,NPS
Durango,9,2007,D0
Durango,9,2008,NPS
Durango,9,2009,NPS
Durango,9,2010,NPS
Durango,9,2011,D2
Durango,9,2012,D0
Durango,9,2013,NPS
Durango,9,2014,NPS
Durango,9,2015,NPS
Durango,9,2016,NPS
Durango,9,2017,NPS
Durango,9,2018,NPS
Durango,9,2019,D2
Durango,9,2020,D1
Durango,10,2003,NPS
Durango,10,2004,NPS
Durango,10,2005,NPS
Durango,10,2006,NPS
Durango,10,2007,D1
Durango,10,2008,NPS
Durango,10,2009,NPS
Durango,10,2010,NPS
Durango,10,2011,D3
Durango,10,2012,D0
Durango,10,2013,NPS
Durango,10,2014,NPS
Durango,10,2015,NPS
Durango,10,2016,NPS
Durango,10,2017,NPS
Durango,10,2018,NPS
Durango,10,2019,D1
Durango,10,2020,D1
Durango,11,2003,NPS
Durango,11,2004,NPS
Durango,11,2005,NPS
Durango,11,2006,NPS
Durango,11,2007,D0
Durango,11,2008,NPS
Durango,11,2009,NPS
Durango,11,2010,NPS
Durango,11,2011,D3
Durango,11,2012,NPS
Durango,11,2013,NPS
Durango,11,2014,NPS
Durango,11,2015,NPS
Durango,11,2016,NPS
Durango,11,2017,NPS
Durango,11,2018,NPS
Durango,11,2019,D0
Durango,11,2020,D0
Durango,12,2003,NPS
Durango,12,2004,NPS
Durango,12,2005,D0
Durango,12,2006,NPS
Durango,12,2007,D1
Durango,12,2008,NPS
Durango,12,2009,NPS
Durango,12,2010,NPS
Durango,12,2011,D3
Durango,12,2012,NPS
Durango,12,2013,NPS
Durango,12,2014,NPS
Durango,12,2015,NPS
Durango,12,2016,NPS
Durango,12,2017,NPS
Durango,12,2018,NPS
Durango,12,2019,NPS
Durango,12,2020,D1
Estado de México,1,2003,D0
Estado de México,1,2004,NPS
Estado de México,1,2005,NPS
Estado de México,1,2006,D0
Estado de México,1,2007,NPS
Estado de México,1,2008,NPS
Estado de México,1,2009,D1
Estado de México,1,2010,D0
Estado de México,1,2011,NPS
Estado de México,1,2012,D0
Estado de México,1,2013,NPS
Estado de México,1,2014,NPS
Estado de México,1,2015,NPS
Estado de México,1,2016,NPS
Estado de México,1,2017,NPS
Estado de México,1,2018,D0
Estado de México,1,2019,NPS
Estado de México,1,2020,NPS
Estado de México,1,2021,D0
Estado de México,2,2003,D0
Estado de México,2,2004,NPS
Estado de México,2,2005,NPS
Estado de México,2,2006,D1
Estado de México,2,2007,NPS
Estado de México,2,2008,NPS
Estado de México,2,2009,D1
Estado de México,2,2010,NPS
Estado de México,2,2011,NPS
Estado de México,2,2012,NPS
Estado de México,2,2013,NPS
Estado de México,2,2014,NPS
Estado de México,2,2015,NPS
Estado de México,2,2016,NPS
Estado de México,2,2017,NPS
Estado de México,2,2018,D0
Estado de México,2,2019,NPS
Estado de México,2,2020,NPS
Estado de México,2,2021,D0
Estado de México,3,2003,D0
Estado de México,3,2004,NPS
Estado de México,3,2005,NPS
Estado de México,3,2006,D2
Estado de México,3,2007,NPS
Estado de México,3,2008,D0
Estado de México,3,2009,D1
Estado de México,3,2010,NPS
Estado de México,3,2011,D0
Estado de México,3,2012,NPS
Estado de México,3,2013,NPS
Estado de México,3,2014,NPS
Estado de México,3,2015,NPS
Estado de México,3,2016,NPS
Estado de México,3,2017,NPS
Estado de México,3,2018,D0
Estado de México,3,2019,NPS
Estado de México,3,2020,NPS
Estado de México,3,2021,D1
Estado de México,4,2003,D0
Estado de México,4,2004,NPS
Estado de México,4,2005,NPS
Estado de México,4,2006,D1
Estado de México,4,2007,NPS
Estado de México,4,2008,D1
Estado de México,4,2009,D1
Estado de México,4,2010,NPS
Estado de México,4,2011,D1
Estado de México,4,2012,NPS
Estado de México,4,2013,D1
Estado de México,4,2014,NPS
Estado de México,4,2015,NPS
Estado de México,4,2016,D0
Estado de México,4,2017,NPS
Estado de México,4,2018,D0
Estado de México,4,2019,NPS
Estado de México,4,2020,NPS
Estado de México,4,2021,D1
Estado de México,5,2003,D0
Estado de México,5,2004,NPS
Estado de México,5,2005,NPS
Estado de México,5,2006,D0
Estado de México,5,2007,NPS
Estado de México,5,2008,D1
Estado de México,5,2009,D1
Estado de México,5,2010,NPS
Estado de México,5,2011,D1
Estado de México,5,2012,NPS
Estado de México,5,2013,NPS
Estado de México,5,2014,NPS
Estado de México,5,2015,NPS
Estado de México,5,2016,NPS
Estado de México,5,2017,NPS
Estado de México,5,2018,NPS
Estado de México,5,2019,D0
Estado de México,5,2020,NPS
Estado de México,5,2021,D0
Estado de México,6,2003,NPS
Estado de México,6,2004,NPS
Estado de México,6,2005,D0
Estado de México,6,2006,D0
Estado de México,6,2007,D1
Estado de México,6,2008,D1
Estado de México,6,2009,D1
Estado de México,6,2010,NPS
Estado de México,6,2011,D3
Estado de México,6,2012,NPS
Estado de México,6,2013,NPS
Estado de México,6,2014,NPS
Estado de México,6,2015,NPS
Estado de México,6,2016,NPS
Estado de México,6,2017,D0
Estado de México,6,2018,NPS
Estado de México,6,2019,D0
Estado de México,6,2020,D0
Estado de México,6,2021,NPS
Estado de México,7,2003,NPS
Estado de México,7,2004,NPS
Estado de México,7,2005,NPS
Estado de México,7,2006,D0
Estado de México,7,2007,NPS
Estado de México,7,2008,D0
Estado de México,7,2009,D1
Estado de México,7,2010,NPS
Estado de México,7,2011,D1
Estado de México,7,2012,NPS
Estado de México,7,2013,NPS
Estado de México,7,2014,NPS
Estado de México,7,2015,NPS
Estado de México,7,2016,NPS
Estado de México,7,2017,D0
Estado de México,7,2018,NPS
Estado de México,7,2019,D0
Estado de México,7,2020,D0
Estado de México,7,2021,NPS
Estado de México,8,2003,NPS
Estado de México,8,2004,NPS
Estado de México,8,2005,NPS
Estado de México,8,2006,NPS
Estado de México,8,2007,NPS
Estado de México,8,2008,D0
Estado de México,8,2009,D1
Estado de México,8,2010,NPS
Estado de México,8,2011,D1
Estado de México,8,2012,NPS
Estado de México,8,2013,NPS
Estado de México,8,2014,NPS
Estado de México,8,2015,NPS
Estado de México,8,2016,NPS
Estado de México,8,2017,NPS
Estado de México,8,2018,NPS
Estado de México,8,2019,D0
Estado de México,8,2020,D0
Estado de México,8,2021,NPS
Estado de México,9,2003,NPS
Estado de México,9,2004,NPS
Estado de México,9,2005,D0
Estado de México,9,2006,NPS
Estado de México,9,2007,NPS
Estado de México,9,2008,D0
Estado de México,9,2009,D1
Estado de México,9,2010,NPS
Estado de México,9,2011,NPS
Estado de México,9,2012,NPS
Estado de México,9,2013,NPS
Estado de México,9,2014,NPS
Estado de México,9,2015,NPS
Estado de México,9,2016,NPS
Estado de México,9,2017,NPS
Estado de México,9,2018,NPS
Estado de México,9,2019,D0
Estado de México,9,2020,D0
Estado de México,10,2003,NPS
Estado de México,10,2004,NPS
Estado de México,10,2005,D0
Estado de México,10,2006,NPS
Estado de México,10,2007,NPS
Estado de México,10,2008,D0
Estado de México,10,2009,D1
Estado de México,10,2010,NPS
Estado de México,10,2011,D0
Estado de México,10,2012,NPS
Estado de México,10,2013,NPS
Estado de México,10,2014,NPS
Estado de México,10,2015,NPS
Estado de México,10,2016,NPS
Estado de México,10,2017,NPS
Estado de México,10,2018,NPS
Estado de México,10,2019,D0
Estado de México,10,2020,D0
Estado de México,11,2003,NPS
Estado de México,11,2004,NPS
Estado de México,11,2005,D0
Estado de México,11,2006,NPS
Estado de México,11,2007,NPS
Estado de México,11,2008,D1
Estado de México,11,2009,D1
Estado de México,11,2010,NPS
Estado de México,11,2011,D0
Estado de México,11,2012,NPS
Estado de México,11,2013,NPS
Estado de México,11,2014,NPS
Estado de México,11,2015,NPS
Estado de México,11,2016,NPS
Estado de México,11,2017,NPS
Estado de México,11,2018,NPS
Estado de México,11,2019,NPS
Estado de México,11,2020,D0
Estado de México,12,2003,NPS
Estado de México,12,2004,NPS
Estado de México,12,2005,D0
Estado de México,12,2006,NPS
Estado de México,12,2007,NPS
Estado de México,12,2008,D1
Estado de México,12,2009,D1
Estado de México,12,2010,NPS
Estado de México,12,2011,D0
Estado de México,12,2012,NPS
Estado de México,12,2013,NPS
Estado de México,12,2014,NPS
Estado de México,12,2015,NPS
Estado de México,12,2016,NPS
Estado de México,12,2017,NPS
Estado de México,12,2018,NPS
Estado de México,12,2019,NPS
Estado de México,12,2020,D0
Guanajuato,1,2003,NPS
Guanajuato,1,2004,NPS
Guanajuato,1,2005,NPS
Guanajuato,1,2006,D0
Guanajuato,1,2007,NPS
Guanajuato,1,2008,D1
Guanajuato,1,2009,D0
Guanajuato,1,2010,D1
Guanajuato,1,2011,D0
Guanajuato,1,2012,D2
Guanajuato,1,2013,NPS
Guanajuato,1,2014,NPS
Guanajuato,1,2015,NPS
Guanajuato,1,2016,NPS
Guanajuato,1,2017,NPS
Guanajuato,1,2018,D1
Guanajuato,1,2019,NPS
Guanajuato,1,2020,D0
Guanajuato,1,2021,D2
Guanajuato,2,2003,NPS
Guanajuato,2,2004,NPS
Guanajuato,2,2005,NPS
Guanajuato,2,2006,D1
Guanajuato,2,2007,NPS
Guanajuato,2,2008,D1
Guanajuato,2,2009,D0
Guanajuato,2,2010,NPS
Guanajuato,2,2011,NPS
Guanajuato,2,2012,D1
Guanajuato,2,2013,D0
Guanajuato,2,2014,NPS
Guanajuato,2,2015,NPS
Guanajuato,2,2016,NPS
Guanajuato,2,2017,D0
Guanajuato,2,2018,D2
Guanajuato,2,2019,NPS
Guanajuato,2,2020,NPS
Guanajuato,2,2021,D2
Guanajuato,3,2003,NPS
Guanajuato,3,2004,NPS
Guanajuato,3,2005,NPS
Guanajuato,3,2006,D2
Guanajuato,3,2007,NPS
Guanajuato,3,2008,D1
Guanajuato,3,2009,D0
Guanajuato,3,2010,NPS
Guanajuato,3,2011,D0
Guanajuato,3,2012,D1
Guanajuato,3,2013,D0
Guanajuato,3,2014,NPS
Guanajuato,3,2015,NPS
Guanajuato,3,2016,NPS
Guanajuato,3,2017,D0
Guanajuato,3,2018,D2
Guanajuato,3,2019,D0
Guanajuato,3,2020,D0
Guanajuato,3,2021,D2
Guanajuato,4,2003,NPS
Guanajuato,4,2004,NPS
Guanajuato,4,2005,NPS
Guanajuato,4,2006,D2
Guanajuato,4,2007,NPS
Guanajuato,4,2008,D1
Guanajuato,4,2009,D0
Guanajuato,4,2010,D0
Guanajuato,4,2011,D2
Guanajuato,4,2012,NPS
Guanajuato,4,2013,D0
Guanajuato,4,2014,D0
Guanajuato,4,2015,NPS
Guanajuato,4,2016,NPS
Guanajuato,4,2017,D0
Guanajuato,4,2018,D2
Guanajuato,4,2019,D0
Guanajuato,4,2020,D0
Guanajuato,4,2021,D3
Guanajuato,5,2003,NPS
Guanajuato,5,2004,NPS
Guanajuato,5,2005,NPS
Guanajuato,5,2006,D1
Guanajuato,5,2007,NPS
Guanajuato,5,2008,D1
Guanajuato,5,2009,D0
Guanajuato,5,2010,NPS
Guanajuato,5,2011,D2
Guanajuato,5,2012,NPS
Guanajuato,5,2013,D0
Guanajuato,5,2014,NPS
Guanajuato,5,2015,NPS
Guanajuato,5,2016,NPS
Guanajuato,5,2017,D0
Guanajuato,5,2018,D2
Guanajuato,5,2019,D1
Guanajuato,5,2020,NPS
Guanajuato,5,2021,D2
Guanajuato,6,2003,NPS
Guanajuato,6,2004,NPS
Guanajuato,6,2005,D1
Guanajuato,6,2006,D2
Guanajuato,6,2007,NPS
Guanajuato,6,2008,D1
Guanajuato,6,2009,D1
Guanajuato,6,2010,NPS
Guanajuato,6,2011,D3
Guanajuato,6,2012,D0
Guanajuato,6,2013,D0
Guanajuato,6,2014,NPS
Guanajuato,6,2015,NPS
Guanajuato,6,2016,NPS
Guanajuato,6,2017,D1
Guanajuato,6,2018,NPS
Guanajuato,6,2019,D1
Guanajuato,6,2020,D0
Guanajuato,6,2021,D1
Guanajuato,7,2003,NPS
Guanajuato,7,2004,NPS
Guanajuato,7,2005,D0
Guanajuato,7,2006,D0
Guanajuato,7,2007,NPS
Guanajuato,7,2008,D1
Guanajuato,7,2009,D1
Guanajuato,7,2010,NPS
Guanajuato,7,2011,D3
Guanajuato,7,2012,NPS
Guanajuato,7,2013,NPS
Guanajuato,7,2014,NPS
Guanajuato,7,2015,NPS
Guanajuato,7,2016,D0
Guanajuato,7,2017,D1
Guanajuato,7,2018,NPS
Guanajuato,7,2019,D0
Guanajuato,7,2020,D0
Guanajuato,7,2021,NPS
Guanajuato,8,2003,NPS
Guanajuato,8,2004,NPS
Guanajuato,8,2005,NPS
Guanajuato,8,2006,NPS
Guanajuato,8,2007,NPS
Guanajuato,8,2008,D1
Guanajuato,8,2009,D1
Guanajuato,8,2010,NPS
Guanajuato,8,2011,D2
Guanajuato,8,2012,NPS
Guanajuato,8,2013,NPS
Guanajuato,8,2014,NPS
Guanajuato,8,2015,NPS
Guanajuato,8,2016,NPS
Guanajuato,8,2017,D0
Guanajuato,8,2018,NPS
Guanajuato,8,2019,D0
Guanajuato,8,2020,D0
Guanajuato,8,2021,NPS
Guanajuato,9,2003,NPS
Guanajuato,9,2004,NPS
Guanajuato,9,2005,D0
Guanajuato,9,2006,NPS
Guanajuato,9,2007,NPS
Guanajuato,9,2008,NPS
Guanajuato,9,2009,D1
Guanajuato,9,2010,NPS
Guanajuato,9,2011,D2
Guanajuato,9,2012,NPS
Guanajuato,9,2013,NPS
Guanajuato,9,2014,NPS
Guanajuato,9,2015,NPS
Guanajuato,9,2016,NPS
Guanajuato,9,2017,NPS
Guanajuato,9,2018,NPS
Guanajuato,9,2019,D0
Guanajuato,9,2020,D0
Guanajuato,10,2003,NPS
Guanajuato,10,2004,NPS
Guanajuato,10,2005,NPS
Guanajuato,10,2006,NPS
Guanajuato,10,2007,NPS
Guanajuato,10,2008,D0
Guanajuato,10,2009,D1
Guanajuato,10,2010,NPS
Guanajuato,10,2011,D2
Guanajuato,10,2012,NPS
Guanajuato,10,2013,NPS
Guanajuato,10,2014,NPS
Guanajuato,10,2015,NPS
Guanajuato,10,2016,NPS
Guanajuato,10,2017,NPS
Guanajuato,10,2018,NPS
Guanajuato,10,2019,D0
Guanajuato,10,2020,D1
Guanajuato,11,2003,NPS
Guanajuato,11,2004,NPS
Guanajuato,11,2005,NPS
Guanajuato,11,2006,NPS
Guanajuato,11,2007,NPS
Guanajuato,11,2008,D0
Guanajuato,11,2009,D1
Guanajuato,11,2010,NPS
Guanajuato,11,2011,D2
Guanajuato,11,2012,NPS
Guanajuato,11,2013,NPS
Guanajuato,11,2014,NPS
Guanajuato,11,2015,NPS
Guanajuato,11,2016,NPS
Guanajuato,11,2017,NPS
Guanajuato,11,2018,NPS
Guanajuato,11,2019,D0
Guanajuato,11,2020,D1
Guanajuato,12,2003,NPS
Guanajuato,12,2004,NPS
Guanajuato,12,2005,D1
Guanajuato,12,2006,NPS
Guanajuato,12,2007,NPS
Guanajuato,12,2008,D0
Guanajuato,12,2009,D1
Guanajuato,12,2010,NPS
Guanajuato,12,2011,D3
Guanajuato,12,2012,NPS
Guanajuato,12,2013,NPS
Guanajuato,12,2014,NPS
Guanajuato,12,2015,NPS
Guanajuato,12,2016,D0
Guanajuato,12,2017,D0
Guanajuato,12,2018,NPS
Guanajuato,12,2019,NPS
Guanajuato,12,2020,D2
Guerrero,1,2003,D1
Guerrero,1,2004,NPS
Guerrero,1,2005,NPS
Guerrero,1,2006,D0
Guerrero,1,2007,NPS
Guerrero,1,2008,NPS
Guerrero,1,2009,NPS
Guerrero,1,2010,NPS
Guerrero,1,2011,NPS
Guerrero,1,2012,NPS
Guerrero,1,2013,NPS
Guerrero,1,2014,NPS
Guerrero,1,2015,D0
Guerrero,1,2016,NPS
Guerrero,1,2017,D1
Guerrero,1,2018,D0
Guerrero,1,2019,NPS
Guerrero,1,2020,NPS
Guerrero,1,2021,D2
Guerrero,2,2003,D1
Guerrero,2,2004,NPS
Guerrero,2,2005,NPS
Guerrero,2,2006,D0
Guerrero,2,2007,NPS
Guerrero,2,2008,D0
Guerrero,2,2009,NPS
Guerrero,2,2010,NPS
Guerrero,2,2011,NPS
Guerrero,2,2012,NPS
Guerrero,2,2013,NPS
Guerrero,2,2014,D0
Guerrero,2,2015,NPS
Guerrero,2,2016,D1
Guerrero,2,2017,D1
Guerrero,2,2018,D0
Guerrero,2,2019,NPS
Guerrero,2,2020,NPS
Guerrero,2,2021,D2
Guerrero,3,2003,D1
Guerrero,3,2004,NPS
Guerrero,3,2005,NPS
Guerrero,3,2006,D0
Guerrero,3,2007,D1
Guerrero,3,2008,D1
